I,SIMPLE_NAME, line no: 618,Address,SIMPLE_NAME, line no: 107
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("address.street" person "wicket-street" CONVERTER),METHOD_INVOCATION, line no: 108
I,SIMPLE_NAME, line no: 618,"address.street",STRING_LITERAL, line no: 108
I,SIMPLE_NAME, line no: 618,"wicket-street",STRING_LITERAL, line no: 108
I,SIMPLE_NAME, line no: 618,street,SIMPLE_NAME, line no: 109
I,SIMPLE_NAME, line no: 618,(String)PropertyResolver.getValue("address.street" person),CAST_EXPRESSION, line no: 109
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("address.street" person),METHOD_INVOCATION, line no: 109
I,SIMPLE_NAME, line no: 618,assertEquals(street "wicket-street"),METHOD_INVOCATION, line no: 110
I,SIMPLE_NAME, line no: 618,testNull,SIMPLE_NAME, line no: 117
I,SIMPLE_NAME, line no: 618,assertNull(street),METHOD_INVOCATION, line no: 120
I,SIMPLE_NAME, line no: 618,testNullCreation,SIMPLE_NAME, line no: 126
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("country.name" person "US" CONVERTER),METHOD_INVOCATION, line no: 134
I,SIMPLE_NAME, line no: 618,"country.name",STRING_LITERAL, line no: 134
I,SIMPLE_NAME, line no: 618,"US",STRING_LITERAL, line no: 134
I,SIMPLE_NAME, line no: 618,new Exception("name can't be set on a country that doesn't have default constructor"),CLASS_INSTANCE_CREATION, line no: 135
I,SIMPLE_NAME, line no: 618,"name can't be set on a country that doesn't have default constructor",STRING_LITERAL, line no: 136
I,SIMPLE_NAME, line no: 618,ex,SIMPLE_NAME, line no: 138
I,SIMPLE_NAME, line no: 618,testGetterOnly,SIMPLE_NAME, line no: 146
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("country" person new Country("US") CONVERTER),METHOD_INVOCATION, line no: 148
I,SIMPLE_NAME, line no: 618,"country",STRING_LITERAL, line no: 148
I,SIMPLE_NAME, line no: 618,new Country("US"),CLASS_INSTANCE_CREATION, line no: 148
I,SIMPLE_NAME, line no: 618,Country,SIMPLE_NAME, line no: 148
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("country.name" person),METHOD_INVOCATION, line no: 149
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("country.name" person "NL" CONVERTER),METHOD_INVOCATION, line no: 153
I,SIMPLE_NAME, line no: 618,"NL",STRING_LITERAL, line no: 153
I,SIMPLE_NAME, line no: 618,testPathExpressionWithConversion,SIMPLE_NAME, line no: 163
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("address.number" person "10" CONVERTER),METHOD_INVOCATION, line no: 166
I,SIMPLE_NAME, line no: 618,"address.number",STRING_LITERAL, line no: 166
I,SIMPLE_NAME, line no: 618,"10",STRING_LITERAL, line no: 166
I,SIMPLE_NAME, line no: 618,number,SIMPLE_NAME, line no: 167
I,SIMPLE_NAME, line no: 618,(Integer)PropertyResolver.getValue("address.number" person),CAST_EXPRESSION, line no: 167
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("address.number" person),METHOD_INVOCATION, line no: 167
I,SIMPLE_NAME, line no: 618,assertEquals(number new Integer(10)),METHOD_INVOCATION, line no: 168
I,SIMPLE_NAME, line no: 618,new Integer(10),CLASS_INSTANCE_CREATION, line no: 168
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("address.number" person "10a" CONVERTER),METHOD_INVOCATION, line no: 172
I,SIMPLE_NAME, line no: 618,"10a",STRING_LITERAL, line no: 172
I,SIMPLE_NAME, line no: 618,new Exception("Conversion error should be thrown"),CLASS_INSTANCE_CREATION, line no: 173
I,SIMPLE_NAME, line no: 618,"Conversion error should be thrown",STRING_LITERAL, line no: 173
I,SIMPLE_NAME, line no: 618,testMapLookup,SIMPLE_NAME, line no: 184
I,SIMPLE_NAME, line no: 618,address,SIMPLE_NAME, line no: 186
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressMap" person new HashMap<String Address>() CONVERTER),METHOD_INVOCATION, line no: 187
I,SIMPLE_NAME, line no: 618,"addressMap",STRING_LITERAL, line no: 187
I,SIMPLE_NAME, line no: 618,new HashMap<String Address>(),CLASS_INSTANCE_CREATION, line no: 187
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressMap.address" person address CONVERTER),METHOD_INVOCATION, line no: 188
I,SIMPLE_NAME, line no: 618,"addressMap.address",STRING_LITERAL, line no: 188
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressMap.address.street" person "wicket-street" CONVERTER),METHOD_INVOCATION, line no: 189
I,SIMPLE_NAME, line no: 618,"addressMap.address.street",STRING_LITERAL, line no: 189
I,SIMPLE_NAME, line no: 618,(String)PropertyResolver.getValue("addressMap.address.street" person),CAST_EXPRESSION, line no: 190
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("addressMap.address.street" person),METHOD_INVOCATION, line no: 190
I,SIMPLE_NAME, line no: 618,testMapWithDotLookup,SIMPLE_NAME, line no: 197
I,SIMPLE_NAME, line no: 618,hm,SIMPLE_NAME, line no: 200
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressMap" person hm CONVERTER),METHOD_INVOCATION, line no: 201
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressMap[address.test]" person address CONVERTER),METHOD_INVOCATION, line no: 202
I,SIMPLE_NAME, line no: 618,"addressMap[address.test]",STRING_LITERAL, line no: 202
I,SIMPLE_NAME, line no: 618,assertNotNull(hm.get("address.test")),METHOD_INVOCATION, line no: 203
I,SIMPLE_NAME, line no: 618,assertNotNull,SIMPLE_NAME, line no: 203
I,SIMPLE_NAME, line no: 618,hm.get("address.test"),METHOD_INVOCATION, line no: 203
I,SIMPLE_NAME, line no: 618,get,SIMPLE_NAME, line no: 203
I,SIMPLE_NAME, line no: 618,"address.test",STRING_LITERAL, line no: 203
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressMap[address.test].street" person "wicket-street" CONVERTER),METHOD_INVOCATION, line no: 204
I,SIMPLE_NAME, line no: 618,"addressMap[address.test].street",STRING_LITERAL, line no: 204
I,SIMPLE_NAME, line no: 618,(String)PropertyResolver.getValue("addressMap[address.test].street" person),CAST_EXPRESSION, line no: 206
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("addressMap[address.test].street" person),METHOD_INVOCATION, line no: 206
I,SIMPLE_NAME, line no: 618,testListLookup,SIMPLE_NAME, line no: 213
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressList" person new ArrayList<Address>() CONVERTER),METHOD_INVOCATION, line no: 215
I,SIMPLE_NAME, line no: 618,"addressList",STRING_LITERAL, line no: 215
I,SIMPLE_NAME, line no: 618,new ArrayList<Address>(),CLASS_INSTANCE_CREATION, line no: 215
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressList.0" person new Address() CONVERTER),METHOD_INVOCATION, line no: 216
I,SIMPLE_NAME, line no: 618,"addressList.0",STRING_LITERAL, line no: 216
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressList.10" person new Address() CONVERTER),METHOD_INVOCATION, line no: 217
I,SIMPLE_NAME, line no: 618,"addressList.10",STRING_LITERAL, line no: 217
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressList.1" person new Address() CONVERTER),METHOD_INVOCATION, line no: 218
I,SIMPLE_NAME, line no: 618,"addressList.1",STRING_LITERAL, line no: 218
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressList.1.street" person "wicket-street" CONVERTER),METHOD_INVOCATION, line no: 219
I,SIMPLE_NAME, line no: 618,"addressList.1.street",STRING_LITERAL, line no: 219
I,SIMPLE_NAME, line no: 618,(String)PropertyResolver.getValue("addressList.0.street" person),CAST_EXPRESSION, line no: 221
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("addressList.0.street" person),METHOD_INVOCATION, line no: 221
I,SIMPLE_NAME, line no: 618,"addressList.0.street",STRING_LITERAL, line no: 221
I,SIMPLE_NAME, line no: 618,street=(String)PropertyResolver.getValue("addressList.1.street" person),ASSIGNMENT, line no: 223
I,SIMPLE_NAME, line no: 618,(String)PropertyResolver.getValue("addressList.1.street" person),CAST_EXPRESSION, line no: 223
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("addressList.1.street" person),METHOD_INVOCATION, line no: 223
I,SIMPLE_NAME, line no: 618,testArrayLookup,SIMPLE_NAME, line no: 230
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressArray" person new Address[]{new Address() null} CONVERTER),METHOD_INVOCATION, line no: 232
I,SIMPLE_NAME, line no: 618,"addressArray",STRING_LITERAL, line no: 232
I,SIMPLE_NAME, line no: 618,new Address[]{new Address() null},ARRAY_CREATION, line no: 232
I,SIMPLE_NAME, line no: 618,{new Address() null},ARRAY_INITIALIZER, line no: 232
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressArray.0.street" person "wicket-street" CONVERTER),METHOD_INVOCATION, line no: 234
I,SIMPLE_NAME, line no: 618,"addressArray.0.street",STRING_LITERAL, line no: 234
I,SIMPLE_NAME, line no: 618,(String)PropertyResolver.getValue("addressArray.0.street" person),CAST_EXPRESSION, line no: 235
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("addressArray.0.street" person),METHOD_INVOCATION, line no: 235
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressArray.1.street" person "wicket-street" CONVERTER),METHOD_INVOCATION, line no: 238
I,SIMPLE_NAME, line no: 618,"addressArray.1.street",STRING_LITERAL, line no: 238
I,SIMPLE_NAME, line no: 618,street=(String)PropertyResolver.getValue("addressArray.1.street" person),ASSIGNMENT, line no: 239
I,SIMPLE_NAME, line no: 618,(String)PropertyResolver.getValue("addressArray.1.street" person),CAST_EXPRESSION, line no: 239
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("addressArray.1.street" person),METHOD_INVOCATION, line no: 239
I,SIMPLE_NAME, line no: 618,testArrayLookupByBrackets,SIMPLE_NAME, line no: 246
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressArray[0].street" person "wicket-street" CONVERTER),METHOD_INVOCATION, line no: 250
I,SIMPLE_NAME, line no: 618,"addressArray[0].street",STRING_LITERAL, line no: 250
I,SIMPLE_NAME, line no: 618,(String)PropertyResolver.getValue("addressArray[0].street" person),CAST_EXPRESSION, line no: 251
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("addressArray[0].street" person),METHOD_INVOCATION, line no: 251
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressArray[1].street" person "wicket-street" CONVERTER),METHOD_INVOCATION, line no: 254
I,SIMPLE_NAME, line no: 618,"addressArray[1].street",STRING_LITERAL, line no: 254
I,SIMPLE_NAME, line no: 618,street=(String)PropertyResolver.getValue("addressArray[1].street" person),ASSIGNMENT, line no: 255
I,SIMPLE_NAME, line no: 618,(String)PropertyResolver.getValue("addressArray[1].street" person),CAST_EXPRESSION, line no: 255
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("addressArray[1].street" person),METHOD_INVOCATION, line no: 255
I,SIMPLE_NAME, line no: 618,testPropertyByIndexLookup,SIMPLE_NAME, line no: 262
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressAt.0" person new Address() CONVERTER),METHOD_INVOCATION, line no: 264
I,SIMPLE_NAME, line no: 618,"addressAt.0",STRING_LITERAL, line no: 264
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressAt.0.street" person "wicket-street" CONVERTER),METHOD_INVOCATION, line no: 265
I,SIMPLE_NAME, line no: 618,"addressAt.0.street",STRING_LITERAL, line no: 265
I,SIMPLE_NAME, line no: 618,(String)PropertyResolver.getValue("addressAt.0.street" person),CAST_EXPRESSION, line no: 266
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("addressAt.0.street" person),METHOD_INVOCATION, line no: 266
I,SIMPLE_NAME, line no: 618,testGetPropertyByNotExistingIndexArrayLookup,SIMPLE_NAME, line no: 273
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("addressArray" person new Address[]{} CONVERTER),METHOD_INVOCATION, line no: 275
I,SIMPLE_NAME, line no: 618,new Address[]{},ARRAY_CREATION, line no: 275
I,SIMPLE_NAME, line no: 618,{},ARRAY_INITIALIZER, line no: 275
I,SIMPLE_NAME, line no: 618,street=(String)PropertyResolver.getValue("addressArray[0].street" person),ASSIGNMENT, line no: 278
I,SIMPLE_NAME, line no: 618,testGetPropertyByNotExistingIndexListLookup,SIMPLE_NAME, line no: 285
I,SIMPLE_NAME, line no: 618,street=(String)PropertyResolver.getValue("addressList[0].street" person),ASSIGNMENT, line no: 290
I,SIMPLE_NAME, line no: 618,(String)PropertyResolver.getValue("addressList[0].street" person),CAST_EXPRESSION, line no: 290
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("addressList[0].street" person),METHOD_INVOCATION, line no: 290
I,SIMPLE_NAME, line no: 618,"addressList[0].street",STRING_LITERAL, line no: 290
I,SIMPLE_NAME, line no: 618,testGetIndexPropertyDirectly,SIMPLE_NAME, line no: 297
I,SIMPLE_NAME, line no: 618,addresses,SIMPLE_NAME, line no: 300
I,SIMPLE_NAME, line no: 618,new Address[]{address},ARRAY_CREATION, line no: 300
I,SIMPLE_NAME, line no: 618,{address},ARRAY_INITIALIZER, line no: 300
I,SIMPLE_NAME, line no: 618,address2,SIMPLE_NAME, line no: 302
I,SIMPLE_NAME, line no: 618,(Address)PropertyResolver.getValue("[0]" addresses),CAST_EXPRESSION, line no: 302
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("[0]" addresses),METHOD_INVOCATION, line no: 302
I,SIMPLE_NAME, line no: 618,"[0]",STRING_LITERAL, line no: 302
I,SIMPLE_NAME, line no: 618,assertSame(address address2),METHOD_INVOCATION, line no: 303
I,SIMPLE_NAME, line no: 618,assertSame,SIMPLE_NAME, line no: 303
I,SIMPLE_NAME, line no: 618,testListSizeLookup,SIMPLE_NAME, line no: 309
I,SIMPLE_NAME, line no: 618,addresses.add(new Address()),METHOD_INVOCATION, line no: 312
I,SIMPLE_NAME, line no: 618,add,SIMPLE_NAME, line no: 312
I,SIMPLE_NAME, line no: 618,person.setAddressList(addresses),METHOD_INVOCATION, line no: 314
I,SIMPLE_NAME, line no: 618,setAddressList,SIMPLE_NAME, line no: 314
I,SIMPLE_NAME, line no: 618,Object,SIMPLE_NAME, line no: 315
I,SIMPLE_NAME, line no: 618,size,SIMPLE_NAME, line no: 315
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("addressList.size" person),METHOD_INVOCATION, line no: 315
I,SIMPLE_NAME, line no: 618,"addressList.size",STRING_LITERAL, line no: 315
I,SIMPLE_NAME, line no: 618,assertEquals(size 2),METHOD_INVOCATION, line no: 316
I,SIMPLE_NAME, line no: 618,2,NUMBER_LITERAL, line no: 316
I,SIMPLE_NAME, line no: 618,size=PropertyResolver.getValue("addressList.size()" person),ASSIGNMENT, line no: 317
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("addressList.size()" person),METHOD_INVOCATION, line no: 317
I,SIMPLE_NAME, line no: 618,"addressList.size()",STRING_LITERAL, line no: 317
I,SIMPLE_NAME, line no: 618,testMapSizeLookup,SIMPLE_NAME, line no: 325
I,SIMPLE_NAME, line no: 618,addresses.put("size" address),METHOD_INVOCATION, line no: 329
I,SIMPLE_NAME, line no: 618,put,SIMPLE_NAME, line no: 329
I,SIMPLE_NAME, line no: 618,"size",STRING_LITERAL, line no: 329
I,SIMPLE_NAME, line no: 618,addresses.put("test" new Address()),METHOD_INVOCATION, line no: 330
I,SIMPLE_NAME, line no: 618,"test",STRING_LITERAL, line no: 330
I,SIMPLE_NAME, line no: 618,person.setAddressMap(addresses),METHOD_INVOCATION, line no: 331
I,SIMPLE_NAME, line no: 618,setAddressMap,SIMPLE_NAME, line no: 331
I,SIMPLE_NAME, line no: 618,addressFromMap,SIMPLE_NAME, line no: 332
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("addressMap.size" person),METHOD_INVOCATION, line no: 332
I,SIMPLE_NAME, line no: 618,"addressMap.size",STRING_LITERAL, line no: 332
I,SIMPLE_NAME, line no: 618,assertEquals(addressFromMap address),METHOD_INVOCATION, line no: 333
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("addressMap.size()" person),METHOD_INVOCATION, line no: 334
I,SIMPLE_NAME, line no: 618,"addressMap.size()",STRING_LITERAL, line no: 334
I,SIMPLE_NAME, line no: 618,testArraySizeLookup,SIMPLE_NAME, line no: 341
I,SIMPLE_NAME, line no: 618,person.setAddressArray(new Address[]{new Address() new Address()}),METHOD_INVOCATION, line no: 343
I,SIMPLE_NAME, line no: 618,setAddressArray,SIMPLE_NAME, line no: 343
I,SIMPLE_NAME, line no: 618,new Address[]{new Address() new Address()},ARRAY_CREATION, line no: 343
I,SIMPLE_NAME, line no: 618,{new Address() new Address()},ARRAY_INITIALIZER, line no: 343
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("addressArray.length" person),METHOD_INVOCATION, line no: 344
I,SIMPLE_NAME, line no: 618,"addressArray.length",STRING_LITERAL, line no: 344
I,SIMPLE_NAME, line no: 618,size=PropertyResolver.getValue("addressArray.size" person),ASSIGNMENT, line no: 346
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("addressArray.size" person),METHOD_INVOCATION, line no: 346
I,SIMPLE_NAME, line no: 618,"addressArray.size",STRING_LITERAL, line no: 346
I,SIMPLE_NAME, line no: 618,testMethodLookup,SIMPLE_NAME, line no: 353
I,SIMPLE_NAME, line no: 618,person.setAddressArray(addresses),METHOD_INVOCATION, line no: 356
I,SIMPLE_NAME, line no: 618,value,SIMPLE_NAME, line no: 357
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("getAddressArray()" person),METHOD_INVOCATION, line no: 357
I,SIMPLE_NAME, line no: 618,"getAddressArray()",STRING_LITERAL, line no: 357
I,SIMPLE_NAME, line no: 618,assertEquals(value addresses),METHOD_INVOCATION, line no: 358
I,SIMPLE_NAME, line no: 618,testField,SIMPLE_NAME, line no: 364
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("address2" person address CONVERTER),METHOD_INVOCATION, line no: 367
I,SIMPLE_NAME, line no: 618,"address2",STRING_LITERAL, line no: 367
I,SIMPLE_NAME, line no: 618,(Address)PropertyResolver.getValue("address2" person),CAST_EXPRESSION, line no: 368
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("address2" person),METHOD_INVOCATION, line no: 368
I,SIMPLE_NAME, line no: 618,assertEquals(address address2),METHOD_INVOCATION, line no: 369
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("address3" person address CONVERTER),METHOD_INVOCATION, line no: 373
I,SIMPLE_NAME, line no: 618,"address3",STRING_LITERAL, line no: 373
I,SIMPLE_NAME, line no: 618,new RuntimeException("Shoudln't come here"),CLASS_INSTANCE_CREATION, line no: 374
I,SIMPLE_NAME, line no: 618,RuntimeException,SIMPLE_NAME, line no: 374
I,SIMPLE_NAME, line no: 618,"Shoudln't come here",STRING_LITERAL, line no: 374
I,SIMPLE_NAME, line no: 618,testPrivateField,SIMPLE_NAME, line no: 385
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("privateAddress" person address CONVERTER),METHOD_INVOCATION, line no: 388
I,SIMPLE_NAME, line no: 618,"privateAddress",STRING_LITERAL, line no: 388
I,SIMPLE_NAME, line no: 618,(Address)PropertyResolver.getValue("privateAddress" person),CAST_EXPRESSION, line no: 389
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("privateAddress" person),METHOD_INVOCATION, line no: 389
I,SIMPLE_NAME, line no: 618,testPrivateFieldOfSuperClass,SIMPLE_NAME, line no: 396
I,SIMPLE_NAME, line no: 618,Person2,SIMPLE_NAME, line no: 398
I,SIMPLE_NAME, line no: 618,person2,SIMPLE_NAME, line no: 398
I,SIMPLE_NAME, line no: 618,new Person2(),CLASS_INSTANCE_CREATION, line no: 398
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("privateAddress" person2 address CONVERTER),METHOD_INVOCATION, line no: 400
I,SIMPLE_NAME, line no: 618,(Address)PropertyResolver.getValue("privateAddress" person2),CAST_EXPRESSION, line no: 401
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("privateAddress" person2),METHOD_INVOCATION, line no: 401
I,SIMPLE_NAME, line no: 618,testGetTargetClass,SIMPLE_NAME, line no: 408
I,SIMPLE_NAME, line no: 618,Class,SIMPLE_NAME, line no: 412
I,SIMPLE_NAME, line no: 618,clazz,SIMPLE_NAME, line no: 412
I,SIMPLE_NAME, line no: 618,PropertyResolver.getPropertyClass("number" address),METHOD_INVOCATION, line no: 412
I,SIMPLE_NAME, line no: 618,getPropertyClass,SIMPLE_NAME, line no: 412
I,SIMPLE_NAME, line no: 618,"number",STRING_LITERAL, line no: 412
I,SIMPLE_NAME, line no: 618,assertEquals(int.class clazz),METHOD_INVOCATION, line no: 413
I,SIMPLE_NAME, line no: 618,int.class,TYPE_LITERAL, line no: 413
I,SIMPLE_NAME, line no: 618,clazz=PropertyResolver.getPropertyClass("address.number" person),ASSIGNMENT, line no: 418
I,SIMPLE_NAME, line no: 618,PropertyResolver.getPropertyClass("address.number" person),METHOD_INVOCATION, line no: 418
I,SIMPLE_NAME, line no: 618,clazz=PropertyResolver.getPropertyClass("addressArray[0]" person),ASSIGNMENT, line no: 422
I,SIMPLE_NAME, line no: 618,PropertyResolver.getPropertyClass("addressArray[0]" person),METHOD_INVOCATION, line no: 422
I,SIMPLE_NAME, line no: 618,"addressArray[0]",STRING_LITERAL, line no: 422
I,SIMPLE_NAME, line no: 618,assertEquals(Address.class clazz),METHOD_INVOCATION, line no: 423
I,SIMPLE_NAME, line no: 618,Address.class,TYPE_LITERAL, line no: 423
I,SIMPLE_NAME, line no: 618,clazz=PropertyResolver.getPropertyClass("addressArray[0].number" person),ASSIGNMENT, line no: 425
I,SIMPLE_NAME, line no: 618,PropertyResolver.getPropertyClass("addressArray[0].number" person),METHOD_INVOCATION, line no: 425
I,SIMPLE_NAME, line no: 618,"addressArray[0].number",STRING_LITERAL, line no: 425
I,SIMPLE_NAME, line no: 618,testGetTargetField,SIMPLE_NAME, line no: 432
I,SIMPLE_NAME, line no: 618,field,SIMPLE_NAME, line no: 436
I,SIMPLE_NAME, line no: 618,PropertyResolver.getPropertyField("number" address),METHOD_INVOCATION, line no: 436
I,SIMPLE_NAME, line no: 618,getPropertyField,SIMPLE_NAME, line no: 436
I,SIMPLE_NAME, line no: 618,assertEquals(field.getName() "number"),METHOD_INVOCATION, line no: 437
I,SIMPLE_NAME, line no: 618,field.getName(),METHOD_INVOCATION, line no: 437
I,SIMPLE_NAME, line no: 618,getName,SIMPLE_NAME, line no: 437
I,SIMPLE_NAME, line no: 618,assertEquals(field.getType() int.class),METHOD_INVOCATION, line no: 438
I,SIMPLE_NAME, line no: 618,field.getType(),METHOD_INVOCATION, line no: 438
I,SIMPLE_NAME, line no: 618,getType,SIMPLE_NAME, line no: 438
I,SIMPLE_NAME, line no: 618,field=PropertyResolver.getPropertyField("address.number" person),ASSIGNMENT, line no: 443
I,SIMPLE_NAME, line no: 618,PropertyResolver.getPropertyField("address.number" person),METHOD_INVOCATION, line no: 443
I,SIMPLE_NAME, line no: 618,field=PropertyResolver.getPropertyField("addressArray[0].number" person),ASSIGNMENT, line no: 448
I,SIMPLE_NAME, line no: 618,PropertyResolver.getPropertyField("addressArray[0].number" person),METHOD_INVOCATION, line no: 448
I,SIMPLE_NAME, line no: 618,testGetTargetGetter,SIMPLE_NAME, line no: 456
I,SIMPLE_NAME, line no: 618,method,SIMPLE_NAME, line no: 460
I,SIMPLE_NAME, line no: 618,PropertyResolver.getPropertyGetter("number" address),METHOD_INVOCATION, line no: 460
I,SIMPLE_NAME, line no: 618,getPropertyGetter,SIMPLE_NAME, line no: 460
I,SIMPLE_NAME, line no: 618,assertEquals(method.getName() "getNumber"),METHOD_INVOCATION, line no: 461
I,SIMPLE_NAME, line no: 618,method.getName(),METHOD_INVOCATION, line no: 461
I,SIMPLE_NAME, line no: 618,"getNumber",STRING_LITERAL, line no: 461
I,SIMPLE_NAME, line no: 618,assertEquals(method.getReturnType() int.class),METHOD_INVOCATION, line no: 462
I,SIMPLE_NAME, line no: 618,method.getReturnType(),METHOD_INVOCATION, line no: 462
I,SIMPLE_NAME, line no: 618,getReturnType,SIMPLE_NAME, line no: 462
I,SIMPLE_NAME, line no: 618,method=PropertyResolver.getPropertyGetter("address.number" person),ASSIGNMENT, line no: 467
I,SIMPLE_NAME, line no: 618,PropertyResolver.getPropertyGetter("address.number" person),METHOD_INVOCATION, line no: 467
I,SIMPLE_NAME, line no: 618,method=PropertyResolver.getPropertyGetter("addressArray[0].number" person),ASSIGNMENT, line no: 472
I,SIMPLE_NAME, line no: 618,PropertyResolver.getPropertyGetter("addressArray[0].number" person),METHOD_INVOCATION, line no: 472
I,SIMPLE_NAME, line no: 618,testOnlyPrimitiveGetter,SIMPLE_NAME, line no: 480
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("onlyGetterPrimitive" person 1 CONVERTER),METHOD_INVOCATION, line no: 484
I,SIMPLE_NAME, line no: 618,"onlyGetterPrimitive",STRING_LITERAL, line no: 484
I,SIMPLE_NAME, line no: 618,1,NUMBER_LITERAL, line no: 484
I,SIMPLE_NAME, line no: 618,assertEquals(person.getOnlyGetterPrimitive() 1),METHOD_INVOCATION, line no: 486
I,SIMPLE_NAME, line no: 618,person.getOnlyGetterPrimitive(),METHOD_INVOCATION, line no: 486
I,SIMPLE_NAME, line no: 618,getOnlyGetterPrimitive,SIMPLE_NAME, line no: 486
I,SIMPLE_NAME, line no: 618,assertEquals(PropertyResolver.getValue("onlyGetterPrimitive" person) 1),METHOD_INVOCATION, line no: 487
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("onlyGetterPrimitive" person),METHOD_INVOCATION, line no: 487
I,SIMPLE_NAME, line no: 618,testOnlyStringGetter,SIMPLE_NAME, line no: 494
I,SIMPLE_NAME, line no: 618,PropertyResolver.setValue("onlyGetterString" person "onlygetter" CONVERTER),METHOD_INVOCATION, line no: 498
I,SIMPLE_NAME, line no: 618,"onlyGetterString",STRING_LITERAL, line no: 498
I,SIMPLE_NAME, line no: 618,"onlygetter",STRING_LITERAL, line no: 498
I,SIMPLE_NAME, line no: 618,assertEquals(person.getOnlyGetterString() "onlygetter"),METHOD_INVOCATION, line no: 500
I,SIMPLE_NAME, line no: 618,person.getOnlyGetterString(),METHOD_INVOCATION, line no: 500
I,SIMPLE_NAME, line no: 618,getOnlyGetterString,SIMPLE_NAME, line no: 500
I,SIMPLE_NAME, line no: 618,assertEquals(PropertyResolver.getValue("onlyGetterString" person) "onlygetter"),METHOD_INVOCATION, line no: 501
I,SIMPLE_NAME, line no: 618,PropertyResolver.getValue("onlyGetterString" person),METHOD_INVOCATION, line no: 501
I,SIMPLE_NAME, line no: 618,testGetTargetSetter,SIMPLE_NAME, line no: 508
I,SIMPLE_NAME, line no: 618,PropertyResolver.getPropertySetter("number" address),METHOD_INVOCATION, line no: 512
I,SIMPLE_NAME, line no: 618,getPropertySetter,SIMPLE_NAME, line no: 512
I,SIMPLE_NAME, line no: 618,assertEquals(method.getName() "setNumber"),METHOD_INVOCATION, line no: 513
I,SIMPLE_NAME, line no: 618,"setNumber",STRING_LITERAL, line no: 513
I,SIMPLE_NAME, line no: 618,method=PropertyResolver.getPropertySetter("address.number" person),ASSIGNMENT, line no: 518
I,SIMPLE_NAME, line no: 618,PropertyResolver.getPropertySetter("address.number" person),METHOD_INVOCATION, line no: 518
