Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,equals,SIMPLE_NAME, line no: 182, 1.0, 0.21705426356589147, 1.0
y1,SIMPLE_NAME, line no: 443,MathUtil.safeSqrt(h2),METHOD_INVOCATION, line no: 517, 0.6287878787878788, 0.6287878787878788, 1.0
abs,SIMPLE_NAME, line no: 443,getTabHeight,SIMPLE_NAME, line no: 267, 0.6259541984732825, 0.007633587786259542, 1.0
abs,SIMPLE_NAME, line no: 443,getTabLength,SIMPLE_NAME, line no: 280, 0.6259541984732825, 0.007633587786259542, 1.0
abs,SIMPLE_NAME, line no: 443,h2 + 2 * w2,INFIX_EXPRESSION, line no: 510, 0.6259541984732825, 0.6259541984732825, 1.0
abs,SIMPLE_NAME, line no: 443,inertia + MathUtil.pow2(MathUtil.safeSqrt(h2) + radius),INFIX_EXPRESSION, line no: 517, 0.6259541984732825, 0.6259541984732825, 1.0
abs,SIMPLE_NAME, line no: 443,MathUtil.pow2(MathUtil.safeSqrt(h2) + radius),METHOD_INVOCATION, line no: 517, 0.6259541984732825, 0.6259541984732825, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,getTabHeight,SIMPLE_NAME, line no: 267, 0.6259541984732825, 0.007633587786259542, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,getTabLength,SIMPLE_NAME, line no: 280, 0.6259541984732825, 0.007633587786259542, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,w,SIMPLE_NAME, line no: 498, 0.6230769230769231, 0.6153846153846154, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,h,SIMPLE_NAME, line no: 499, 0.6230769230769231, 0.6153846153846154, 1.0
0.00001,NUMBER_LITERAL, line no: 443,getTabHeight,SIMPLE_NAME, line no: 267, 0.6230769230769231, 0.007692307692307693, 1.0
0.00001,NUMBER_LITERAL, line no: 443,getTabLength,SIMPLE_NAME, line no: 280, 0.6230769230769231, 0.007692307692307693, 1.0
y0,SIMPLE_NAME, line no: 443,getTabHeight,SIMPLE_NAME, line no: 267, 0.6212121212121212, 0.007575757575757576, 1.0
y0,SIMPLE_NAME, line no: 443,getTabLength,SIMPLE_NAME, line no: 280, 0.6212121212121212, 0.007575757575757576, 1.0
y0,SIMPLE_NAME, line no: 443,h2 + 2 * w2,INFIX_EXPRESSION, line no: 510, 0.6212121212121212, 0.6212121212121212, 1.0
y0,SIMPLE_NAME, line no: 443,inertia + MathUtil.pow2(MathUtil.safeSqrt(h2) + radius),INFIX_EXPRESSION, line no: 517, 0.6212121212121212, 0.6212121212121212, 1.0
y0,SIMPLE_NAME, line no: 443,MathUtil.pow2(MathUtil.safeSqrt(h2) + radius),METHOD_INVOCATION, line no: 517, 0.6212121212121212, 0.6212121212121212, 1.0
y1,SIMPLE_NAME, line no: 443,getTabHeight,SIMPLE_NAME, line no: 267, 0.6212121212121212, 0.007575757575757576, 1.0
y1,SIMPLE_NAME, line no: 443,getTabLength,SIMPLE_NAME, line no: 280, 0.6212121212121212, 0.007575757575757576, 1.0
y1,SIMPLE_NAME, line no: 443,h2 + 2 * w2,INFIX_EXPRESSION, line no: 510, 0.6212121212121212, 0.6212121212121212, 1.0
y1,SIMPLE_NAME, line no: 443,inertia + MathUtil.pow2(MathUtil.safeSqrt(h2) + radius),INFIX_EXPRESSION, line no: 517, 0.6212121212121212, 0.6212121212121212, 1.0
y1,SIMPLE_NAME, line no: 443,MathUtil.pow2(MathUtil.safeSqrt(h2) + radius),METHOD_INVOCATION, line no: 517, 0.6212121212121212, 0.6212121212121212, 1.0
abs,SIMPLE_NAME, line no: 443,w,SIMPLE_NAME, line no: 498, 0.6183206106870229, 0.6106870229007634, 1.0
abs,SIMPLE_NAME, line no: 443,h,SIMPLE_NAME, line no: 499, 0.6183206106870229, 0.6106870229007634, 1.0
abs,SIMPLE_NAME, line no: 443,(h2 + 2 * w2),PARENTHESIZED_EXPRESSION, line no: 510, 0.6183206106870229, 0.6183206106870229, 1.0
abs,SIMPLE_NAME, line no: 443,(inertia + MathUtil.pow2(MathUtil.safeSqrt(h2) + radius)),PARENTHESIZED_EXPRESSION, line no: 517, 0.6183206106870229, 0.6183206106870229, 1.0
abs,SIMPLE_NAME, line no: 443,getTabHeight(),METHOD_INVOCATION, line no: 670, 0.6183206106870229, 0.6183206106870229, 1.0
abs,SIMPLE_NAME, line no: 443,getTabLength(),METHOD_INVOCATION, line no: 671, 0.6183206106870229, 0.6183206106870229, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,w,SIMPLE_NAME, line no: 498, 0.6183206106870229, 0.6106870229007634, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,h,SIMPLE_NAME, line no: 499, 0.6183206106870229, 0.6106870229007634, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,getTabFrontEdge,SIMPLE_NAME, line no: 312, 0.6153846153846154, 0.4153846153846154, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,getLength,SIMPLE_NAME, line no: 319, 0.6153846153846154, 0.4307692307692308, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,getTabTrailingEdge,SIMPLE_NAME, line no: 357, 0.6153846153846154, 0.007692307692307693, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,getFinArea,SIMPLE_NAME, line no: 383, 0.6153846153846154, 0.007692307692307693, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,getBodyRadius,SIMPLE_NAME, line no: 422, 0.6153846153846154, 0.1076923076923077, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,area,SIMPLE_NAME, line no: 492, 0.6153846153846154, 0.6153846153846154, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,getSpan,SIMPLE_NAME, line no: 499, 0.6153846153846154, 0.6153846153846154, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,x2,SIMPLE_NAME, line no: 675, 0.6153846153846154, 0.6153846153846154, 1.0
0.00001,NUMBER_LITERAL, line no: 443,w,SIMPLE_NAME, line no: 498, 0.6153846153846154, 0.6076923076923076, 1.0
0.00001,NUMBER_LITERAL, line no: 443,h,SIMPLE_NAME, line no: 499, 0.6153846153846154, 0.6076923076923076, 1.0
y0,SIMPLE_NAME, line no: 443,w,SIMPLE_NAME, line no: 498, 0.6136363636363636, 0.6060606060606061, 1.0
y0,SIMPLE_NAME, line no: 443,h,SIMPLE_NAME, line no: 499, 0.6136363636363636, 0.6060606060606061, 1.0
y0,SIMPLE_NAME, line no: 443,(h2 + 2 * w2),PARENTHESIZED_EXPRESSION, line no: 510, 0.6136363636363636, 0.6136363636363636, 1.0
y0,SIMPLE_NAME, line no: 443,(inertia + MathUtil.pow2(MathUtil.safeSqrt(h2) + radius)),PARENTHESIZED_EXPRESSION, line no: 517, 0.6136363636363636, 0.6136363636363636, 1.0
y0,SIMPLE_NAME, line no: 443,getTabHeight(),METHOD_INVOCATION, line no: 670, 0.6136363636363636, 0.6136363636363636, 1.0
y0,SIMPLE_NAME, line no: 443,getTabLength(),METHOD_INVOCATION, line no: 671, 0.6136363636363636, 0.6136363636363636, 1.0
y1,SIMPLE_NAME, line no: 443,w,SIMPLE_NAME, line no: 498, 0.6136363636363636, 0.6060606060606061, 1.0
y1,SIMPLE_NAME, line no: 443,h,SIMPLE_NAME, line no: 499, 0.6136363636363636, 0.6060606060606061, 1.0
y1,SIMPLE_NAME, line no: 443,(h2 + 2 * w2),PARENTHESIZED_EXPRESSION, line no: 510, 0.6136363636363636, 0.6136363636363636, 1.0
y1,SIMPLE_NAME, line no: 443,(inertia + MathUtil.pow2(MathUtil.safeSqrt(h2) + radius)),PARENTHESIZED_EXPRESSION, line no: 517, 0.6136363636363636, 0.6136363636363636, 1.0
y1,SIMPLE_NAME, line no: 443,getTabHeight(),METHOD_INVOCATION, line no: 670, 0.6136363636363636, 0.6136363636363636, 1.0
y1,SIMPLE_NAME, line no: 443,getTabLength(),METHOD_INVOCATION, line no: 671, 0.6136363636363636, 0.6136363636363636, 1.0
abs,SIMPLE_NAME, line no: 443,getTabFrontEdge,SIMPLE_NAME, line no: 312, 0.6106870229007634, 0.4122137404580153, 1.0
abs,SIMPLE_NAME, line no: 443,getLength,SIMPLE_NAME, line no: 319, 0.6106870229007634, 0.42748091603053434, 1.0
abs,SIMPLE_NAME, line no: 443,getTabTrailingEdge,SIMPLE_NAME, line no: 357, 0.6106870229007634, 0.007633587786259542, 1.0
abs,SIMPLE_NAME, line no: 443,getFinArea,SIMPLE_NAME, line no: 383, 0.6106870229007634, 0.007633587786259542, 1.0
abs,SIMPLE_NAME, line no: 443,getBodyRadius,SIMPLE_NAME, line no: 422, 0.6106870229007634, 0.10687022900763359, 1.0
abs,SIMPLE_NAME, line no: 443,area,SIMPLE_NAME, line no: 492, 0.6106870229007634, 0.6106870229007634, 1.0
abs,SIMPLE_NAME, line no: 443,getSpan,SIMPLE_NAME, line no: 499, 0.6106870229007634, 0.6106870229007634, 1.0
abs,SIMPLE_NAME, line no: 443,w * h,INFIX_EXPRESSION, line no: 502, 0.6106870229007634, 0.6106870229007634, 1.0
abs,SIMPLE_NAME, line no: 443,(h2 + 2 * w2) / 24,INFIX_EXPRESSION, line no: 510, 0.6106870229007634, 0.6106870229007634, 1.0
abs,SIMPLE_NAME, line no: 443,fins * (inertia + MathUtil.pow2(MathUtil.safeSqrt(h2) + radius)),INFIX_EXPRESSION, line no: 517, 0.6106870229007634, 0.6106870229007634, 1.0
abs,SIMPLE_NAME, line no: 443,x2,SIMPLE_NAME, line no: 675, 0.6106870229007634, 0.6106870229007634, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,getTabFrontEdge,SIMPLE_NAME, line no: 312, 0.6106870229007634, 0.4122137404580153, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,getLength,SIMPLE_NAME, line no: 319, 0.6106870229007634, 0.42748091603053434, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,getTabTrailingEdge,SIMPLE_NAME, line no: 357, 0.6106870229007634, 0.007633587786259542, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,getFinArea,SIMPLE_NAME, line no: 383, 0.6106870229007634, 0.007633587786259542, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,getBodyRadius,SIMPLE_NAME, line no: 422, 0.6106870229007634, 0.10687022900763359, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,area,SIMPLE_NAME, line no: 492, 0.6106870229007634, 0.6106870229007634, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,getSpan,SIMPLE_NAME, line no: 499, 0.6106870229007634, 0.6106870229007634, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,x2,SIMPLE_NAME, line no: 675, 0.6106870229007634, 0.6106870229007634, 1.0
0.00001,NUMBER_LITERAL, line no: 443,getTabFrontEdge,SIMPLE_NAME, line no: 312, 0.6076923076923076, 0.4076923076923077, 1.0
0.00001,NUMBER_LITERAL, line no: 443,getLength,SIMPLE_NAME, line no: 319, 0.6076923076923076, 0.4230769230769231, 1.0
0.00001,NUMBER_LITERAL, line no: 443,getTabTrailingEdge,SIMPLE_NAME, line no: 357, 0.6076923076923076, 0.007692307692307693, 1.0
0.00001,NUMBER_LITERAL, line no: 443,getFinArea,SIMPLE_NAME, line no: 383, 0.6076923076923076, 0.007692307692307693, 1.0
0.00001,NUMBER_LITERAL, line no: 443,getBodyRadius,SIMPLE_NAME, line no: 422, 0.6076923076923076, 0.1, 1.0
0.00001,NUMBER_LITERAL, line no: 443,area,SIMPLE_NAME, line no: 492, 0.6076923076923076, 0.6076923076923076, 1.0
0.00001,NUMBER_LITERAL, line no: 443,getSpan,SIMPLE_NAME, line no: 499, 0.6076923076923076, 0.6076923076923076, 1.0
0.00001,NUMBER_LITERAL, line no: 443,x2,SIMPLE_NAME, line no: 675, 0.6076923076923076, 0.6076923076923076, 1.0
y0,SIMPLE_NAME, line no: 443,getTabFrontEdge,SIMPLE_NAME, line no: 312, 0.6060606060606061, 0.4090909090909091, 1.0
y0,SIMPLE_NAME, line no: 443,getLength,SIMPLE_NAME, line no: 319, 0.6060606060606061, 0.42424242424242425, 1.0
y0,SIMPLE_NAME, line no: 443,getTabTrailingEdge,SIMPLE_NAME, line no: 357, 0.6060606060606061, 0.007575757575757576, 1.0
y0,SIMPLE_NAME, line no: 443,getFinArea,SIMPLE_NAME, line no: 383, 0.6060606060606061, 0.007575757575757576, 1.0
y0,SIMPLE_NAME, line no: 443,getBodyRadius,SIMPLE_NAME, line no: 422, 0.6060606060606061, 0.10606060606060606, 1.0
y0,SIMPLE_NAME, line no: 443,area,SIMPLE_NAME, line no: 492, 0.6060606060606061, 0.6060606060606061, 1.0
y0,SIMPLE_NAME, line no: 443,getSpan,SIMPLE_NAME, line no: 499, 0.6060606060606061, 0.6060606060606061, 1.0
y0,SIMPLE_NAME, line no: 443,w * h,INFIX_EXPRESSION, line no: 502, 0.6060606060606061, 0.6060606060606061, 1.0
y0,SIMPLE_NAME, line no: 443,(h2 + 2 * w2) / 24,INFIX_EXPRESSION, line no: 510, 0.6060606060606061, 0.6060606060606061, 1.0
y0,SIMPLE_NAME, line no: 443,fins * (inertia + MathUtil.pow2(MathUtil.safeSqrt(h2) + radius)),INFIX_EXPRESSION, line no: 517, 0.6060606060606061, 0.6060606060606061, 1.0
y0,SIMPLE_NAME, line no: 443,x2,SIMPLE_NAME, line no: 675, 0.6060606060606061, 0.6060606060606061, 1.0
y1,SIMPLE_NAME, line no: 443,getTabFrontEdge,SIMPLE_NAME, line no: 312, 0.6060606060606061, 0.4090909090909091, 1.0
y1,SIMPLE_NAME, line no: 443,getLength,SIMPLE_NAME, line no: 319, 0.6060606060606061, 0.42424242424242425, 1.0
y1,SIMPLE_NAME, line no: 443,getTabTrailingEdge,SIMPLE_NAME, line no: 357, 0.6060606060606061, 0.007575757575757576, 1.0
y1,SIMPLE_NAME, line no: 443,getFinArea,SIMPLE_NAME, line no: 383, 0.6060606060606061, 0.007575757575757576, 1.0
y1,SIMPLE_NAME, line no: 443,getBodyRadius,SIMPLE_NAME, line no: 422, 0.6060606060606061, 0.10606060606060606, 1.0
y1,SIMPLE_NAME, line no: 443,area,SIMPLE_NAME, line no: 492, 0.6060606060606061, 0.6060606060606061, 1.0
y1,SIMPLE_NAME, line no: 443,getSpan,SIMPLE_NAME, line no: 499, 0.6060606060606061, 0.6060606060606061, 1.0
y1,SIMPLE_NAME, line no: 443,w * h,INFIX_EXPRESSION, line no: 502, 0.6060606060606061, 0.6060606060606061, 1.0
y1,SIMPLE_NAME, line no: 443,(h2 + 2 * w2) / 24,INFIX_EXPRESSION, line no: 510, 0.6060606060606061, 0.6060606060606061, 1.0
y1,SIMPLE_NAME, line no: 443,fins * (inertia + MathUtil.pow2(MathUtil.safeSqrt(h2) + radius)),INFIX_EXPRESSION, line no: 517, 0.6060606060606061, 0.6060606060606061, 1.0
y1,SIMPLE_NAME, line no: 443,x2,SIMPLE_NAME, line no: 675, 0.6060606060606061, 0.6060606060606061, 1.0
abs,SIMPLE_NAME, line no: 443,getTabFrontEdge(),METHOD_INVOCATION, line no: 312, 0.6030534351145038, 0.40458015267175573, 1.0
abs,SIMPLE_NAME, line no: 443,getLength(),METHOD_INVOCATION, line no: 319, 0.6030534351145038, 0.4198473282442748, 1.0
abs,SIMPLE_NAME, line no: 443,getFinArea(),METHOD_INVOCATION, line no: 408, 0.6030534351145038, 0.12213740458015267, 1.0
abs,SIMPLE_NAME, line no: 443,getBodyRadius(),METHOD_INVOCATION, line no: 422, 0.6030534351145038, 0.09923664122137404, 1.0
abs,SIMPLE_NAME, line no: 443,getTabTrailingEdge(),METHOD_INVOCATION, line no: 459, 0.6030534351145038, 0.25190839694656486, 1.0
abs,SIMPLE_NAME, line no: 443,getSpan(),METHOD_INVOCATION, line no: 499, 0.6030534351145038, 0.6030534351145038, 1.0
abs,SIMPLE_NAME, line no: 443,-getTabHeight(),PREFIX_EXPRESSION, line no: 676, 0.6030534351145038, 0.6030534351145038, 1.0
y0,SIMPLE_NAME, line no: 443,getTabFrontEdge(),METHOD_INVOCATION, line no: 312, 0.5984848484848485, 0.4015151515151515, 1.0
y0,SIMPLE_NAME, line no: 443,getLength(),METHOD_INVOCATION, line no: 319, 0.5984848484848485, 0.4166666666666667, 1.0
y0,SIMPLE_NAME, line no: 443,getFinArea(),METHOD_INVOCATION, line no: 408, 0.5984848484848485, 0.12121212121212122, 1.0
y0,SIMPLE_NAME, line no: 443,getBodyRadius(),METHOD_INVOCATION, line no: 422, 0.5984848484848485, 0.09848484848484848, 1.0
y0,SIMPLE_NAME, line no: 443,getTabTrailingEdge(),METHOD_INVOCATION, line no: 459, 0.5984848484848485, 0.25, 1.0
y0,SIMPLE_NAME, line no: 443,getSpan(),METHOD_INVOCATION, line no: 499, 0.5984848484848485, 0.5984848484848485, 1.0
y0,SIMPLE_NAME, line no: 443,-getTabHeight(),PREFIX_EXPRESSION, line no: 676, 0.5984848484848485, 0.5984848484848485, 1.0
y1,SIMPLE_NAME, line no: 443,getTabFrontEdge(),METHOD_INVOCATION, line no: 312, 0.5984848484848485, 0.4015151515151515, 1.0
y1,SIMPLE_NAME, line no: 443,getLength(),METHOD_INVOCATION, line no: 319, 0.5984848484848485, 0.4166666666666667, 1.0
y1,SIMPLE_NAME, line no: 443,getFinArea(),METHOD_INVOCATION, line no: 408, 0.5984848484848485, 0.12121212121212122, 1.0
y1,SIMPLE_NAME, line no: 443,getBodyRadius(),METHOD_INVOCATION, line no: 422, 0.5984848484848485, 0.09848484848484848, 1.0
y1,SIMPLE_NAME, line no: 443,getTabTrailingEdge(),METHOD_INVOCATION, line no: 459, 0.5984848484848485, 0.25, 1.0
y1,SIMPLE_NAME, line no: 443,getSpan(),METHOD_INVOCATION, line no: 499, 0.5984848484848485, 0.5984848484848485, 1.0
y1,SIMPLE_NAME, line no: 443,-getTabHeight(),PREFIX_EXPRESSION, line no: 676, 0.5984848484848485, 0.5984848484848485, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,thickness,SIMPLE_NAME, line no: 104, 0.5692307692307692, 0.007692307692307693, 1.0
abs,SIMPLE_NAME, line no: 443,thickness,SIMPLE_NAME, line no: 104, 0.5648854961832062, 0.007633587786259542, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,thickness,SIMPLE_NAME, line no: 104, 0.5648854961832062, 0.007633587786259542, 1.0
0.00001,NUMBER_LITERAL, line no: 443,thickness,SIMPLE_NAME, line no: 104, 0.5615384615384615, 0.007692307692307693, 1.0
y0,SIMPLE_NAME, line no: 443,thickness,SIMPLE_NAME, line no: 104, 0.5606060606060606, 0.007575757575757576, 1.0
y1,SIMPLE_NAME, line no: 443,thickness,SIMPLE_NAME, line no: 104, 0.5606060606060606, 0.007575757575757576, 1.0
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,add,SIMPLE_NAME, line no: 582, 0.5581395348837209, 0.5581395348837209, 1.0
abs,SIMPLE_NAME, line no: 443,thickness / 2,INFIX_EXPRESSION, line no: 580, 0.5572519083969466, 0.5572519083969466, 1.0
abs,SIMPLE_NAME, line no: 443,-thickness / 2,INFIX_EXPRESSION, line no: 588, 0.5572519083969466, 0.5572519083969466, 1.0
abs,SIMPLE_NAME, line no: 443,-thickness,PREFIX_EXPRESSION, line no: 588, 0.5572519083969466, 0.5572519083969466, 1.0
y0,SIMPLE_NAME, line no: 443,thickness / 2,INFIX_EXPRESSION, line no: 580, 0.553030303030303, 0.553030303030303, 1.0
y0,SIMPLE_NAME, line no: 443,-thickness / 2,INFIX_EXPRESSION, line no: 588, 0.553030303030303, 0.553030303030303, 1.0
y0,SIMPLE_NAME, line no: 443,-thickness,PREFIX_EXPRESSION, line no: 588, 0.553030303030303, 0.553030303030303, 1.0
y1,SIMPLE_NAME, line no: 443,thickness / 2,INFIX_EXPRESSION, line no: 580, 0.553030303030303, 0.553030303030303, 1.0
y1,SIMPLE_NAME, line no: 443,-thickness / 2,INFIX_EXPRESSION, line no: 588, 0.553030303030303, 0.553030303030303, 1.0
y1,SIMPLE_NAME, line no: 443,-thickness,PREFIX_EXPRESSION, line no: 588, 0.553030303030303, 0.553030303030303, 1.0
abs,SIMPLE_NAME, line no: 443,h * h,INFIX_EXPRESSION, line no: 548, 0.549618320610687, 0.5267175572519084, 1.0
abs,SIMPLE_NAME, line no: 443,h / 2,INFIX_EXPRESSION, line no: 552, 0.549618320610687, 0.549618320610687, 1.0
y0,SIMPLE_NAME, line no: 443,h * h,INFIX_EXPRESSION, line no: 548, 0.5454545454545454, 0.5227272727272727, 1.0
y0,SIMPLE_NAME, line no: 443,h / 2,INFIX_EXPRESSION, line no: 552, 0.5454545454545454, 0.5454545454545454, 1.0
y1,SIMPLE_NAME, line no: 443,h * h,INFIX_EXPRESSION, line no: 548, 0.5454545454545454, 0.5227272727272727, 1.0
y1,SIMPLE_NAME, line no: 443,h / 2,INFIX_EXPRESSION, line no: 552, 0.5454545454545454, 0.5454545454545454, 1.0
abs,SIMPLE_NAME, line no: 443,h * h / 12,INFIX_EXPRESSION, line no: 548, 0.5419847328244275, 0.5190839694656488, 1.0
abs,SIMPLE_NAME, line no: 443,h / 2 + radius,INFIX_EXPRESSION, line no: 552, 0.5419847328244275, 0.5419847328244275, 1.0
y0,SIMPLE_NAME, line no: 443,h * h / 12,INFIX_EXPRESSION, line no: 548, 0.5378787878787878, 0.5151515151515151, 1.0
y0,SIMPLE_NAME, line no: 443,h / 2 + radius,INFIX_EXPRESSION, line no: 552, 0.5378787878787878, 0.5378787878787878, 1.0
y1,SIMPLE_NAME, line no: 443,h * h / 12,INFIX_EXPRESSION, line no: 548, 0.5378787878787878, 0.5151515151515151, 1.0
y1,SIMPLE_NAME, line no: 443,h / 2 + radius,INFIX_EXPRESSION, line no: 552, 0.5378787878787878, 0.5378787878787878, 1.0
abs,SIMPLE_NAME, line no: 443,h * h / 12 + MathUtil.pow2(h / 2 + radius),INFIX_EXPRESSION, line no: 552, 0.5343511450381679, 0.5343511450381679, 1.0
abs,SIMPLE_NAME, line no: 443,MathUtil.pow2(h / 2 + radius),METHOD_INVOCATION, line no: 552, 0.5343511450381679, 0.5343511450381679, 1.0
y0,SIMPLE_NAME, line no: 443,h * h / 12 + MathUtil.pow2(h / 2 + radius),INFIX_EXPRESSION, line no: 552, 0.5303030303030303, 0.5303030303030303, 1.0
y0,SIMPLE_NAME, line no: 443,MathUtil.pow2(h / 2 + radius),METHOD_INVOCATION, line no: 552, 0.5303030303030303, 0.5303030303030303, 1.0
y1,SIMPLE_NAME, line no: 443,h * h / 12 + MathUtil.pow2(h / 2 + radius),INFIX_EXPRESSION, line no: 552, 0.5303030303030303, 0.5303030303030303, 1.0
y1,SIMPLE_NAME, line no: 443,MathUtil.pow2(h / 2 + radius),METHOD_INVOCATION, line no: 552, 0.5303030303030303, 0.5303030303030303, 1.0
abs,SIMPLE_NAME, line no: 443,(h * h / 12 + MathUtil.pow2(h / 2 + radius)),PARENTHESIZED_EXPRESSION, line no: 552, 0.5267175572519084, 0.5267175572519084, 1.0
y0,SIMPLE_NAME, line no: 443,(h * h / 12 + MathUtil.pow2(h / 2 + radius)),PARENTHESIZED_EXPRESSION, line no: 552, 0.5227272727272727, 0.5227272727272727, 1.0
y1,SIMPLE_NAME, line no: 443,(h * h / 12 + MathUtil.pow2(h / 2 + radius)),PARENTHESIZED_EXPRESSION, line no: 552, 0.5227272727272727, 0.5227272727272727, 1.0
abs,SIMPLE_NAME, line no: 443,fins * (h * h / 12 + MathUtil.pow2(h / 2 + radius)),INFIX_EXPRESSION, line no: 552, 0.5190839694656488, 0.5190839694656488, 1.0
y0,SIMPLE_NAME, line no: 443,fins * (h * h / 12 + MathUtil.pow2(h / 2 + radius)),INFIX_EXPRESSION, line no: 552, 0.5151515151515151, 0.5151515151515151, 1.0
y1,SIMPLE_NAME, line no: 443,fins * (h * h / 12 + MathUtil.pow2(h / 2 + radius)),INFIX_EXPRESSION, line no: 552, 0.5151515151515151, 0.5151515151515151, 1.0
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,(y0 + y1) * (x1 - x0) / 2,INFIX_EXPRESSION, line no: 441, 0.49612403100775193, 0.9922480620155039, 0.5
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,(y0 + y1) * (x1 - x0),INFIX_EXPRESSION, line no: 441, 0.49612403100775193, 0.9922480620155039, 0.5
y0 - y1,INFIX_EXPRESSION, line no: 443,(y0 + y1) * (x1 - x0),INFIX_EXPRESSION, line no: 441, 0.49236641221374045, 0.9847328244274809, 0.5
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,(y0 + y1) * (x1 - x0) / 2,INFIX_EXPRESSION, line no: 441, 0.49230769230769234, 0.9846153846153847, 0.5
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,(y0 + y1) * (x1 - x0),INFIX_EXPRESSION, line no: 441, 0.49230769230769234, 0.9846153846153847, 0.5
y0 - y1,INFIX_EXPRESSION, line no: 443,(y0 + y1) * (x1 - x0) / 2,INFIX_EXPRESSION, line no: 441, 0.48854961832061067, 0.9770992366412213, 0.5
abs,SIMPLE_NAME, line no: 443,2 * y0,INFIX_EXPRESSION, line no: 447, 0.46564885496183206, 0.46564885496183206, 1.0
abs,SIMPLE_NAME, line no: 443,2 * y1,INFIX_EXPRESSION, line no: 447, 0.46564885496183206, 0.46564885496183206, 1.0
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,2 * y0 + y1,INFIX_EXPRESSION, line no: 447, 0.46511627906976744, 0.46511627906976744, 1.0
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,y0 + 2 * y1,INFIX_EXPRESSION, line no: 447, 0.46511627906976744, 0.46511627906976744, 1.0
y0,SIMPLE_NAME, line no: 443,2 * y0,INFIX_EXPRESSION, line no: 447, 0.4621212121212121, 0.4621212121212121, 1.0
y0,SIMPLE_NAME, line no: 443,2 * y1,INFIX_EXPRESSION, line no: 447, 0.4621212121212121, 0.4621212121212121, 1.0
y1,SIMPLE_NAME, line no: 443,2 * y0,INFIX_EXPRESSION, line no: 447, 0.4621212121212121, 0.4621212121212121, 1.0
y1,SIMPLE_NAME, line no: 443,2 * y1,INFIX_EXPRESSION, line no: 447, 0.4621212121212121, 0.4621212121212121, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,2 * y0 + y1,INFIX_EXPRESSION, line no: 447, 0.46153846153846156, 0.46153846153846156, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,y0 + 2 * y1,INFIX_EXPRESSION, line no: 447, 0.46153846153846156, 0.46153846153846156, 1.0
abs,SIMPLE_NAME, line no: 443,2 * y0 + y1,INFIX_EXPRESSION, line no: 447, 0.4580152671755725, 0.4580152671755725, 1.0
abs,SIMPLE_NAME, line no: 443,y0 + 2 * y1,INFIX_EXPRESSION, line no: 447, 0.4580152671755725, 0.4580152671755725, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,2 * y0 + y1,INFIX_EXPRESSION, line no: 447, 0.4580152671755725, 0.4580152671755725, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,y0 + 2 * y1,INFIX_EXPRESSION, line no: 447, 0.4580152671755725, 0.4580152671755725, 1.0
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,(2 * y0 + y1),PARENTHESIZED_EXPRESSION, line no: 447, 0.4573643410852713, 0.4573643410852713, 1.0
