Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,equals,SIMPLE_NAME, line no: 182, 2.0, 0.21705426356589147, 1.0, 0.07407407407407407
y1,SIMPLE_NAME, line no: 443,getBodyRadius(),METHOD_INVOCATION, line no: 422, 1.5984848484848486, 0.09848484848484848, 1.0, 0.06666666666666667
y1,SIMPLE_NAME, line no: 443,getTabTrailingEdge(),METHOD_INVOCATION, line no: 459, 1.5984848484848486, 0.25, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,getSpan(),METHOD_INVOCATION, line no: 499, 1.5984848484848486, 0.5984848484848485, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,-getTabHeight(),PREFIX_EXPRESSION, line no: 676, 1.5984848484848486, 0.5984848484848485, 1.0, 0.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,thickness,SIMPLE_NAME, line no: 104, 1.5692307692307692, 0.007692307692307693, 1.0, 0.17647058823529413
abs,SIMPLE_NAME, line no: 443,thickness,SIMPLE_NAME, line no: 104, 1.5648854961832062, 0.007633587786259542, 1.0, 0.1111111111111111
y0 - y1,INFIX_EXPRESSION, line no: 443,thickness,SIMPLE_NAME, line no: 104, 1.5648854961832062, 0.007633587786259542, 1.0, 0.0
0.00001,NUMBER_LITERAL, line no: 443,thickness,SIMPLE_NAME, line no: 104, 1.5615384615384615, 0.007692307692307693, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,thickness,SIMPLE_NAME, line no: 104, 1.5606060606060606, 0.007575757575757576, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,thickness,SIMPLE_NAME, line no: 104, 1.5606060606060606, 0.007575757575757576, 1.0, 0.0
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,add,SIMPLE_NAME, line no: 582, 1.558139534883721, 0.5581395348837209, 1.0, 0.037037037037037035
abs,SIMPLE_NAME, line no: 443,thickness / 2,INFIX_EXPRESSION, line no: 580, 1.5572519083969465, 0.5572519083969466, 1.0, 0.07692307692307693
abs,SIMPLE_NAME, line no: 443,-thickness / 2,INFIX_EXPRESSION, line no: 588, 1.5572519083969465, 0.5572519083969466, 1.0, 0.07142857142857142
abs,SIMPLE_NAME, line no: 443,-thickness,PREFIX_EXPRESSION, line no: 588, 1.5572519083969465, 0.5572519083969466, 1.0, 0.1
0.00001,NUMBER_LITERAL, line no: 443,thickness / 2,INFIX_EXPRESSION, line no: 580, 1.5538461538461539, 0.5538461538461539, 1.0, 0.0
0.00001,NUMBER_LITERAL, line no: 443,-thickness / 2,INFIX_EXPRESSION, line no: 588, 1.5538461538461539, 0.5538461538461539, 1.0, 0.0
0.00001,NUMBER_LITERAL, line no: 443,-thickness,PREFIX_EXPRESSION, line no: 588, 1.5538461538461539, 0.5538461538461539, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,thickness / 2,INFIX_EXPRESSION, line no: 580, 1.553030303030303, 0.553030303030303, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,-thickness / 2,INFIX_EXPRESSION, line no: 588, 1.553030303030303, 0.553030303030303, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,-thickness,PREFIX_EXPRESSION, line no: 588, 1.553030303030303, 0.553030303030303, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,thickness / 2,INFIX_EXPRESSION, line no: 580, 1.553030303030303, 0.553030303030303, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,-thickness / 2,INFIX_EXPRESSION, line no: 588, 1.553030303030303, 0.553030303030303, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,-thickness,PREFIX_EXPRESSION, line no: 588, 1.553030303030303, 0.553030303030303, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,h * h,INFIX_EXPRESSION, line no: 548, 1.549618320610687, 0.5267175572519084, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,h / 2,INFIX_EXPRESSION, line no: 552, 1.549618320610687, 0.549618320610687, 1.0, 0.0
0.00001,NUMBER_LITERAL, line no: 443,h * h,INFIX_EXPRESSION, line no: 548, 1.546153846153846, 0.5230769230769231, 1.0, 0.0
0.00001,NUMBER_LITERAL, line no: 443,h / 2,INFIX_EXPRESSION, line no: 552, 1.546153846153846, 0.5461538461538461, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,h * h,INFIX_EXPRESSION, line no: 548, 1.5454545454545454, 0.5227272727272727, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,h / 2,INFIX_EXPRESSION, line no: 552, 1.5454545454545454, 0.5454545454545454, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,h * h,INFIX_EXPRESSION, line no: 548, 1.5454545454545454, 0.5227272727272727, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,h / 2,INFIX_EXPRESSION, line no: 552, 1.5454545454545454, 0.5454545454545454, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,h * h / 12,INFIX_EXPRESSION, line no: 548, 1.5419847328244276, 0.5190839694656488, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,h / 2 + radius,INFIX_EXPRESSION, line no: 552, 1.5419847328244276, 0.5419847328244275, 1.0, 0.14285714285714285
0.00001,NUMBER_LITERAL, line no: 443,h * h / 12,INFIX_EXPRESSION, line no: 548, 1.5384615384615383, 0.5153846153846153, 1.0, 0.1
0.00001,NUMBER_LITERAL, line no: 443,h / 2 + radius,INFIX_EXPRESSION, line no: 552, 1.5384615384615383, 0.5384615384615384, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,h * h / 12,INFIX_EXPRESSION, line no: 548, 1.5378787878787878, 0.5151515151515151, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,h / 2 + radius,INFIX_EXPRESSION, line no: 552, 1.5378787878787878, 0.5378787878787878, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,h * h / 12,INFIX_EXPRESSION, line no: 548, 1.5378787878787878, 0.5151515151515151, 1.0, 0.1
y1,SIMPLE_NAME, line no: 443,h / 2 + radius,INFIX_EXPRESSION, line no: 552, 1.5378787878787878, 0.5378787878787878, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,h * h / 12 + MathUtil.pow2(h / 2 + radius),INFIX_EXPRESSION, line no: 552, 1.534351145038168, 0.5343511450381679, 1.0, 0.047619047619047616
abs,SIMPLE_NAME, line no: 443,MathUtil.pow2(h / 2 + radius),METHOD_INVOCATION, line no: 552, 1.534351145038168, 0.5343511450381679, 1.0, 0.06896551724137931
0.00001,NUMBER_LITERAL, line no: 443,h * h / 12 + MathUtil.pow2(h / 2 + radius),INFIX_EXPRESSION, line no: 552, 1.5307692307692307, 0.5307692307692308, 1.0, 0.023809523809523808
0.00001,NUMBER_LITERAL, line no: 443,MathUtil.pow2(h / 2 + radius),METHOD_INVOCATION, line no: 552, 1.5307692307692307, 0.5307692307692308, 1.0, 0.034482758620689655
y0,SIMPLE_NAME, line no: 443,h * h / 12 + MathUtil.pow2(h / 2 + radius),INFIX_EXPRESSION, line no: 552, 1.5303030303030303, 0.5303030303030303, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,MathUtil.pow2(h / 2 + radius),METHOD_INVOCATION, line no: 552, 1.5303030303030303, 0.5303030303030303, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,h * h / 12 + MathUtil.pow2(h / 2 + radius),INFIX_EXPRESSION, line no: 552, 1.5303030303030303, 0.5303030303030303, 1.0, 0.023809523809523808
y1,SIMPLE_NAME, line no: 443,MathUtil.pow2(h / 2 + radius),METHOD_INVOCATION, line no: 552, 1.5303030303030303, 0.5303030303030303, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,(h * h / 12 + MathUtil.pow2(h / 2 + radius)),PARENTHESIZED_EXPRESSION, line no: 552, 1.5267175572519083, 0.5267175572519084, 1.0, 0.045454545454545456
0.00001,NUMBER_LITERAL, line no: 443,(h * h / 12 + MathUtil.pow2(h / 2 + radius)),PARENTHESIZED_EXPRESSION, line no: 552, 1.523076923076923, 0.5230769230769231, 1.0, 0.022727272727272728
y0,SIMPLE_NAME, line no: 443,(h * h / 12 + MathUtil.pow2(h / 2 + radius)),PARENTHESIZED_EXPRESSION, line no: 552, 1.5227272727272727, 0.5227272727272727, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,(h * h / 12 + MathUtil.pow2(h / 2 + radius)),PARENTHESIZED_EXPRESSION, line no: 552, 1.5227272727272727, 0.5227272727272727, 1.0, 0.022727272727272728
abs,SIMPLE_NAME, line no: 443,fins * (h * h / 12 + MathUtil.pow2(h / 2 + radius)),INFIX_EXPRESSION, line no: 552, 1.5190839694656488, 0.5190839694656488, 1.0, 0.0392156862745098
0.00001,NUMBER_LITERAL, line no: 443,fins * (h * h / 12 + MathUtil.pow2(h / 2 + radius)),INFIX_EXPRESSION, line no: 552, 1.5153846153846153, 0.5153846153846153, 1.0, 0.0196078431372549
y0,SIMPLE_NAME, line no: 443,fins * (h * h / 12 + MathUtil.pow2(h / 2 + radius)),INFIX_EXPRESSION, line no: 552, 1.5151515151515151, 0.5151515151515151, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,fins * (h * h / 12 + MathUtil.pow2(h / 2 + radius)),INFIX_EXPRESSION, line no: 552, 1.5151515151515151, 0.5151515151515151, 1.0, 0.0196078431372549
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,(y0 + y1) * (x1 - x0) / 2,INFIX_EXPRESSION, line no: 441, 1.4922480620155039, 0.9922480620155039, 0.5, 0.4074074074074074
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,(y0 + y1) * (x1 - x0),INFIX_EXPRESSION, line no: 441, 1.4922480620155039, 0.9922480620155039, 0.5, 0.4074074074074074
y0 - y1,INFIX_EXPRESSION, line no: 443,(y0 + y1) * (x1 - x0),INFIX_EXPRESSION, line no: 441, 1.484732824427481, 0.9847328244274809, 0.5, 0.2857142857142857
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,(y0 + y1) * (x1 - x0) / 2,INFIX_EXPRESSION, line no: 441, 1.4846153846153847, 0.9846153846153847, 0.5, 0.32
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,(y0 + y1) * (x1 - x0),INFIX_EXPRESSION, line no: 441, 1.4846153846153847, 0.9846153846153847, 0.5, 0.38095238095238093
y0 - y1,INFIX_EXPRESSION, line no: 443,(y0 + y1) * (x1 - x0) / 2,INFIX_EXPRESSION, line no: 441, 1.4770992366412212, 0.9770992366412213, 0.5, 0.24
0.00001,NUMBER_LITERAL, line no: 443,2 * y0,INFIX_EXPRESSION, line no: 447, 1.4692307692307693, 0.46923076923076923, 1.0, 0.14285714285714285
0.00001,NUMBER_LITERAL, line no: 443,2 * y1,INFIX_EXPRESSION, line no: 447, 1.4692307692307693, 0.46923076923076923, 1.0, 0.14285714285714285
abs,SIMPLE_NAME, line no: 443,2 * y0,INFIX_EXPRESSION, line no: 447, 1.465648854961832, 0.46564885496183206, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,2 * y1,INFIX_EXPRESSION, line no: 447, 1.465648854961832, 0.46564885496183206, 1.0, 0.0
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,2 * y0 + y1,INFIX_EXPRESSION, line no: 447, 1.4651162790697674, 0.46511627906976744, 1.0, 0.2222222222222222
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,y0 + 2 * y1,INFIX_EXPRESSION, line no: 447, 1.4651162790697674, 0.46511627906976744, 1.0, 0.25925925925925924
y0,SIMPLE_NAME, line no: 443,2 * y0,INFIX_EXPRESSION, line no: 447, 1.4621212121212122, 0.4621212121212121, 1.0, 0.3333333333333333
y0,SIMPLE_NAME, line no: 443,2 * y1,INFIX_EXPRESSION, line no: 447, 1.4621212121212122, 0.4621212121212121, 1.0, 0.16666666666666666
y1,SIMPLE_NAME, line no: 443,2 * y0,INFIX_EXPRESSION, line no: 447, 1.4621212121212122, 0.4621212121212121, 1.0, 0.16666666666666666
y1,SIMPLE_NAME, line no: 443,2 * y1,INFIX_EXPRESSION, line no: 447, 1.4621212121212122, 0.4621212121212121, 1.0, 0.3333333333333333
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,2 * y0 + y1,INFIX_EXPRESSION, line no: 447, 1.4615384615384617, 0.46153846153846156, 1.0, 0.35294117647058826
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,y0 + 2 * y1,INFIX_EXPRESSION, line no: 447, 1.4615384615384617, 0.46153846153846156, 1.0, 0.35294117647058826
0.00001,NUMBER_LITERAL, line no: 443,2 * y0 + y1,INFIX_EXPRESSION, line no: 447, 1.4615384615384617, 0.46153846153846156, 1.0, 0.18181818181818182
0.00001,NUMBER_LITERAL, line no: 443,y0 + 2 * y1,INFIX_EXPRESSION, line no: 447, 1.4615384615384617, 0.46153846153846156, 1.0, 0.18181818181818182
abs,SIMPLE_NAME, line no: 443,2 * y0 + y1,INFIX_EXPRESSION, line no: 447, 1.4580152671755724, 0.4580152671755725, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,y0 + 2 * y1,INFIX_EXPRESSION, line no: 447, 1.4580152671755724, 0.4580152671755725, 1.0, 0.0
y0 - y1,INFIX_EXPRESSION, line no: 443,2 * y0 + y1,INFIX_EXPRESSION, line no: 447, 1.4580152671755724, 0.4580152671755725, 1.0, 0.5454545454545454
y0 - y1,INFIX_EXPRESSION, line no: 443,y0 + 2 * y1,INFIX_EXPRESSION, line no: 447, 1.4580152671755724, 0.4580152671755725, 1.0, 0.5454545454545454
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,(2 * y0 + y1),PARENTHESIZED_EXPRESSION, line no: 447, 1.4573643410852712, 0.4573643410852713, 1.0, 0.2962962962962963
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,(y0 + 2 * y1),PARENTHESIZED_EXPRESSION, line no: 447, 1.4573643410852712, 0.4573643410852713, 1.0, 0.2962962962962963
y0,SIMPLE_NAME, line no: 443,2 * y0 + y1,INFIX_EXPRESSION, line no: 447, 1.4545454545454546, 0.45454545454545453, 1.0, 0.18181818181818182
y0,SIMPLE_NAME, line no: 443,y0 + 2 * y1,INFIX_EXPRESSION, line no: 447, 1.4545454545454546, 0.45454545454545453, 1.0, 0.18181818181818182
y1,SIMPLE_NAME, line no: 443,2 * y0 + y1,INFIX_EXPRESSION, line no: 447, 1.4545454545454546, 0.45454545454545453, 1.0, 0.18181818181818182
y1,SIMPLE_NAME, line no: 443,y0 + 2 * y1,INFIX_EXPRESSION, line no: 447, 1.4545454545454546, 0.45454545454545453, 1.0, 0.18181818181818182
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,(2 * y0 + y1),PARENTHESIZED_EXPRESSION, line no: 447, 1.4538461538461538, 0.45384615384615384, 1.0, 0.47058823529411764
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,(y0 + 2 * y1),PARENTHESIZED_EXPRESSION, line no: 447, 1.4538461538461538, 0.45384615384615384, 1.0, 0.47058823529411764
0.00001,NUMBER_LITERAL, line no: 443,(2 * y0 + y1),PARENTHESIZED_EXPRESSION, line no: 447, 1.4538461538461538, 0.45384615384615384, 1.0, 0.15384615384615385
0.00001,NUMBER_LITERAL, line no: 443,(y0 + 2 * y1),PARENTHESIZED_EXPRESSION, line no: 447, 1.4538461538461538, 0.45384615384615384, 1.0, 0.15384615384615385
0.00001,NUMBER_LITERAL, line no: 443,y0 * y0,INFIX_EXPRESSION, line no: 448, 1.4538461538461538, 0.45384615384615384, 1.0, 0.2857142857142857
abs,SIMPLE_NAME, line no: 443,(2 * y0 + y1),PARENTHESIZED_EXPRESSION, line no: 447, 1.450381679389313, 0.45038167938931295, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,(y0 + 2 * y1),PARENTHESIZED_EXPRESSION, line no: 447, 1.450381679389313, 0.45038167938931295, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,y0 * y0,INFIX_EXPRESSION, line no: 448, 1.450381679389313, 0.45038167938931295, 1.0, 0.0
y0 - y1,INFIX_EXPRESSION, line no: 443,(2 * y0 + y1),PARENTHESIZED_EXPRESSION, line no: 447, 1.450381679389313, 0.45038167938931295, 1.0, 0.46153846153846156
y0 - y1,INFIX_EXPRESSION, line no: 443,(y0 + 2 * y1),PARENTHESIZED_EXPRESSION, line no: 447, 1.450381679389313, 0.45038167938931295, 1.0, 0.46153846153846156
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 1.449612403100775, 0.4496124031007752, 1.0, 0.3333333333333333
y0,SIMPLE_NAME, line no: 443,(2 * y0 + y1),PARENTHESIZED_EXPRESSION, line no: 447, 1.446969696969697, 0.44696969696969696, 1.0, 0.15384615384615385
y0,SIMPLE_NAME, line no: 443,(y0 + 2 * y1),PARENTHESIZED_EXPRESSION, line no: 447, 1.446969696969697, 0.44696969696969696, 1.0, 0.15384615384615385
y0,SIMPLE_NAME, line no: 443,y0 * y0,INFIX_EXPRESSION, line no: 448, 1.446969696969697, 0.44696969696969696, 1.0, 0.2857142857142857
y1,SIMPLE_NAME, line no: 443,(2 * y0 + y1),PARENTHESIZED_EXPRESSION, line no: 447, 1.446969696969697, 0.44696969696969696, 1.0, 0.15384615384615385
y1,SIMPLE_NAME, line no: 443,(y0 + 2 * y1),PARENTHESIZED_EXPRESSION, line no: 447, 1.446969696969697, 0.44696969696969696, 1.0, 0.15384615384615385
y1,SIMPLE_NAME, line no: 443,y0 * y0,INFIX_EXPRESSION, line no: 448, 1.446969696969697, 0.44696969696969696, 1.0, 0.14285714285714285
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,rotation,SIMPLE_NAME, line no: 84, 1.4461538461538461, 0.007692307692307693, 1.0, 0.11764705882352941
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,cantAngle,SIMPLE_NAME, line no: 95, 1.4461538461538461, 0.007692307692307693, 1.0, 0.11764705882352941
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,tabShift,SIMPLE_NAME, line no: 118, 1.4461538461538461, 0.007692307692307693, 1.0, 0.17647058823529413
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 1.4461538461538461, 0.4461538461538462, 1.0, 0.42105263157894735
0.00001,NUMBER_LITERAL, line no: 443,rotation,SIMPLE_NAME, line no: 84, 1.4461538461538461, 0.007692307692307693, 1.0, 0.0
0.00001,NUMBER_LITERAL, line no: 443,cantAngle,SIMPLE_NAME, line no: 95, 1.4461538461538461, 0.007692307692307693, 1.0, 0.0
0.00001,NUMBER_LITERAL, line no: 443,tabShift,SIMPLE_NAME, line no: 118, 1.4461538461538461, 0.007692307692307693, 1.0, 0.0
0.00001,NUMBER_LITERAL, line no: 443,x0 * (2 * y0 + y1),INFIX_EXPRESSION, line no: 447, 1.4461538461538461, 0.4461538461538462, 1.0, 0.16666666666666666
0.00001,NUMBER_LITERAL, line no: 443,x1 * (y0 + 2 * y1),INFIX_EXPRESSION, line no: 447, 1.4461538461538461, 0.4461538461538462, 1.0, 0.1111111111111111
0.00001,NUMBER_LITERAL, line no: 443,y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 1.4461538461538461, 0.4461538461538462, 1.0, 0.21052631578947367
abs,SIMPLE_NAME, line no: 443,rotation,SIMPLE_NAME, line no: 84, 1.4427480916030535, 0.007633587786259542, 1.0, 0.125
abs,SIMPLE_NAME, line no: 443,cantAngle,SIMPLE_NAME, line no: 95, 1.4427480916030535, 0.007633587786259542, 1.0, 0.1111111111111111
abs,SIMPLE_NAME, line no: 443,tabShift,SIMPLE_NAME, line no: 118, 1.4427480916030535, 0.007633587786259542, 1.0, 0.25
abs,SIMPLE_NAME, line no: 443,x0 * (2 * y0 + y1),INFIX_EXPRESSION, line no: 447, 1.4427480916030535, 0.44274809160305345, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,x1 * (y0 + 2 * y1),INFIX_EXPRESSION, line no: 447, 1.4427480916030535, 0.44274809160305345, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 1.4427480916030535, 0.44274809160305345, 1.0, 0.0
y0 - y1,INFIX_EXPRESSION, line no: 443,rotation,SIMPLE_NAME, line no: 84, 1.4427480916030535, 0.007633587786259542, 1.0, 0.0
y0 - y1,INFIX_EXPRESSION, line no: 443,cantAngle,SIMPLE_NAME, line no: 95, 1.4427480916030535, 0.007633587786259542, 1.0, 0.0
y0 - y1,INFIX_EXPRESSION, line no: 443,tabShift,SIMPLE_NAME, line no: 118, 1.4427480916030535, 0.007633587786259542, 1.0, 0.0
y0 - y1,INFIX_EXPRESSION, line no: 443,y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 1.4427480916030535, 0.44274809160305345, 1.0, 0.3157894736842105
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,3 * (y0 + y1),INFIX_EXPRESSION, line no: 447, 1.441860465116279, 0.4418604651162791, 1.0, 0.2962962962962963
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,y1 + y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 1.441860465116279, 0.4418604651162791, 1.0, 0.3333333333333333
y0,SIMPLE_NAME, line no: 443,rotation,SIMPLE_NAME, line no: 84, 1.4393939393939394, 0.007575757575757576, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,cantAngle,SIMPLE_NAME, line no: 95, 1.4393939393939394, 0.007575757575757576, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,tabShift,SIMPLE_NAME, line no: 118, 1.4393939393939394, 0.007575757575757576, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,x0 * (2 * y0 + y1),INFIX_EXPRESSION, line no: 447, 1.4393939393939394, 0.4393939393939394, 1.0, 0.1111111111111111
y0,SIMPLE_NAME, line no: 443,x1 * (y0 + 2 * y1),INFIX_EXPRESSION, line no: 447, 1.4393939393939394, 0.4393939393939394, 1.0, 0.1111111111111111
y0,SIMPLE_NAME, line no: 443,y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 1.4393939393939394, 0.4393939393939394, 1.0, 0.10526315789473684
y1,SIMPLE_NAME, line no: 443,rotation,SIMPLE_NAME, line no: 84, 1.4393939393939394, 0.007575757575757576, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,cantAngle,SIMPLE_NAME, line no: 95, 1.4393939393939394, 0.007575757575757576, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,tabShift,SIMPLE_NAME, line no: 118, 1.4393939393939394, 0.007575757575757576, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,x0 * (2 * y0 + y1),INFIX_EXPRESSION, line no: 447, 1.4393939393939394, 0.4393939393939394, 1.0, 0.1111111111111111
y1,SIMPLE_NAME, line no: 443,x1 * (y0 + 2 * y1),INFIX_EXPRESSION, line no: 447, 1.4393939393939394, 0.4393939393939394, 1.0, 0.1111111111111111
y1,SIMPLE_NAME, line no: 443,y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 1.4393939393939394, 0.4393939393939394, 1.0, 0.10526315789473684
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,3 * (y0 + y1),INFIX_EXPRESSION, line no: 447, 1.4384615384615385, 0.43846153846153846, 1.0, 0.47058823529411764
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,y1 + y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 1.4384615384615385, 0.43846153846153846, 1.0, 0.3333333333333333
0.00001,NUMBER_LITERAL, line no: 443,this.cantAngle,FIELD_ACCESS, line no: 203, 1.4384615384615385, 0.2, 1.0, 0.07142857142857142
0.00001,NUMBER_LITERAL, line no: 443,this.tabHeight,FIELD_ACCESS, line no: 273, 1.4384615384615385, 0.19230769230769232, 1.0, 0.07142857142857142
0.00001,NUMBER_LITERAL, line no: 443,this.tabLength,FIELD_ACCESS, line no: 286, 1.4384615384615385, 0.19230769230769232, 1.0, 0.07142857142857142
0.00001,NUMBER_LITERAL, line no: 443,this.tabShift,FIELD_ACCESS, line no: 298, 1.4384615384615385, 0.1, 1.0, 0.07692307692307693
0.00001,NUMBER_LITERAL, line no: 443,x0 * (2 * y0 + y1) + x1 * (y0 + 2 * y1),INFIX_EXPRESSION, line no: 447, 1.4384615384615385, 0.43846153846153846, 1.0, 0.10256410256410256
0.00001,NUMBER_LITERAL, line no: 443,3 * (y0 + y1),INFIX_EXPRESSION, line no: 447, 1.4384615384615385, 0.43846153846153846, 1.0, 0.15384615384615385
0.00001,NUMBER_LITERAL, line no: 443,y1 + y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 1.4384615384615385, 0.43846153846153846, 1.0, 0.16666666666666666
0.00001,NUMBER_LITERAL, line no: 443,this.rotation=src.rotation,ASSIGNMENT, line no: 701, 1.4384615384615385, 0.43846153846153846, 1.0, 0.038461538461538464
0.00001,NUMBER_LITERAL, line no: 443,this.rotation,FIELD_ACCESS, line no: 701, 1.4384615384615385, 0.43846153846153846, 1.0, 0.07692307692307693
0.00001,NUMBER_LITERAL, line no: 443,src.rotation,QUALIFIED_NAME, line no: 701, 1.4384615384615385, 0.43846153846153846, 1.0, 0.08333333333333333
0.00001,NUMBER_LITERAL, line no: 443,this.cantAngle=src.cantAngle,ASSIGNMENT, line no: 703, 1.4384615384615385, 0.43846153846153846, 1.0, 0.03571428571428571
0.00001,NUMBER_LITERAL, line no: 443,src.cantAngle,QUALIFIED_NAME, line no: 703, 1.4384615384615385, 0.43846153846153846, 1.0, 0.07692307692307693
0.00001,NUMBER_LITERAL, line no: 443,this.thickness=src.thickness,ASSIGNMENT, line no: 705, 1.4384615384615385, 0.43846153846153846, 1.0, 0.03571428571428571
0.00001,NUMBER_LITERAL, line no: 443,this.thickness,FIELD_ACCESS, line no: 705, 1.4384615384615385, 0.43846153846153846, 1.0, 0.07142857142857142
0.00001,NUMBER_LITERAL, line no: 443,src.thickness,QUALIFIED_NAME, line no: 705, 1.4384615384615385, 0.43846153846153846, 1.0, 0.07692307692307693
0.00001,NUMBER_LITERAL, line no: 443,this.tabHeight=src.tabHeight,ASSIGNMENT, line no: 707, 1.4384615384615385, 0.43846153846153846, 1.0, 0.03571428571428571
0.00001,NUMBER_LITERAL, line no: 443,src.tabHeight,QUALIFIED_NAME, line no: 707, 1.4384615384615385, 0.43846153846153846, 1.0, 0.07692307692307693
0.00001,NUMBER_LITERAL, line no: 443,this.tabLength=src.tabLength,ASSIGNMENT, line no: 708, 1.4384615384615385, 0.43846153846153846, 1.0, 0.03571428571428571
0.00001,NUMBER_LITERAL, line no: 443,src.tabLength,QUALIFIED_NAME, line no: 708, 1.4384615384615385, 0.43846153846153846, 1.0, 0.07692307692307693
0.00001,NUMBER_LITERAL, line no: 443,this.tabShift=src.tabShift,ASSIGNMENT, line no: 710, 1.4384615384615385, 0.43846153846153846, 1.0, 0.038461538461538464
0.00001,NUMBER_LITERAL, line no: 443,src.tabShift,QUALIFIED_NAME, line no: 710, 1.4384615384615385, 0.43846153846153846, 1.0, 0.08333333333333333
abs,SIMPLE_NAME, line no: 443,this.cantAngle,FIELD_ACCESS, line no: 203, 1.4351145038167938, 0.20610687022900764, 1.0, 0.07142857142857142
abs,SIMPLE_NAME, line no: 443,this.tabHeight,FIELD_ACCESS, line no: 273, 1.4351145038167938, 0.1984732824427481, 1.0, 0.14285714285714285
