region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,isFinished,SIMPLE_NAME, line no: 267, 2.0, 0.22929936305732485, 1.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,hetRefPosition != -1,INFIX_EXPRESSION, line no: 725, 0.7151898734177216, 0.7151898734177216, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,matchesKnownPosition,SIMPLE_NAME, line no: 725, 0.7151898734177216, 0.7151898734177216, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,read.getSoftStart(),METHOD_INVOCATION, line no: 739, 0.7151898734177216, 0.21518987341772153, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,read.getSoftEnd(),METHOD_INVOCATION, line no: 1071, 0.7151898734177216, 0.5316455696202531, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,getStartLocation(header),METHOD_INVOCATION, line no: 1152, 0.7151898734177216, 0.34810126582278483, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,headerStart < 0,INFIX_EXPRESSION, line no: 1153, 0.7151898734177216, 0.34810126582278483, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,getStopLocation(header),METHOD_INVOCATION, line no: 1156, 0.7151898734177216, 0.36075949367088606, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,startIndex < 0,INFIX_EXPRESSION, line no: 1183, 0.7151898734177216, 0.7151898734177216, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,headerStop < readEnd,INFIX_EXPRESSION, line no: 1195, 0.7151898734177216, 0.7151898734177216, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,(readStart == headerStart || headerStart < 0) && ReadUtils.readStartsWithInsertion(read.getCigar() false) != null,INFIX_EXPRESSION, line no: 1202, 0.7151898734177216, 0.7151898734177216, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,(readStart == headerStart || headerStart < 0),PARENTHESIZED_EXPRESSION, line no: 1202, 0.7151898734177216, 0.7151898734177216, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,readStart == headerStart || headerStart < 0,INFIX_EXPRESSION, line no: 1202, 0.7151898734177216, 0.7151898734177216, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,readStart == headerStart,INFIX_EXPRESSION, line no: 1202, 0.7151898734177216, 0.7151898734177216, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,ReadUtils.readStartsWithInsertion(read.getCigar() false) != null,INFIX_EXPRESSION, line no: 1202, 0.7151898734177216, 0.7151898734177216, 0.0
markedSites,SIMPLE_NAME, line no: 881,ReadUtils,SIMPLE_NAME, line no: 66, 0.7142857142857143, 0.012422360248447204, 0.0
markedSites,SIMPLE_NAME, line no: 881,readStartsWithInsertion,SIMPLE_NAME, line no: 1202, 0.7142857142857143, 0.7142857142857143, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,ReadUtils,SIMPLE_NAME, line no: 66, 0.7142857142857143, 0.012422360248447204, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,readStartsWithInsertion,SIMPLE_NAME, line no: 1202, 0.7142857142857143, 0.7142857142857143, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,knownSnpPositions != null,INFIX_EXPRESSION, line no: 720, 0.7133757961783439, 0.7133757961783439, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,hetRefPosition != -1 && matchesKnownPosition(windowHeader.get(hetRefPosition).getLocation() knownSnpPositions),INFIX_EXPRESSION, line no: 725, 0.7133757961783439, 0.7133757961783439, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,matchesKnownPosition(windowHeader.get(hetRefPosition).getLocation() knownSnpPositions),METHOD_INVOCATION, line no: 725, 0.7133757961783439, 0.7133757961783439, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,read.getSoftStart(),METHOD_INVOCATION, line no: 739, 0.7133757961783439, 0.21656050955414013, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,read.getSoftEnd(),METHOD_INVOCATION, line no: 1071, 0.7133757961783439, 0.535031847133758, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,getStartLocation(header),METHOD_INVOCATION, line no: 1152, 0.7133757961783439, 0.3503184713375796, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,headerStart < 0,INFIX_EXPRESSION, line no: 1153, 0.7133757961783439, 0.3503184713375796, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,getStopLocation(header),METHOD_INVOCATION, line no: 1156, 0.7133757961783439, 0.3630573248407643, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,startIndex < 0,INFIX_EXPRESSION, line no: 1183, 0.7133757961783439, 0.7133757961783439, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,headerStop < readEnd,INFIX_EXPRESSION, line no: 1195, 0.7133757961783439, 0.7133757961783439, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,(readStart == headerStart || headerStart < 0) && ReadUtils.readStartsWithInsertion(read.getCigar() false) != null,INFIX_EXPRESSION, line no: 1202, 0.7133757961783439, 0.7133757961783439, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,(readStart == headerStart || headerStart < 0),PARENTHESIZED_EXPRESSION, line no: 1202, 0.7133757961783439, 0.7133757961783439, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,readStart == headerStart || headerStart < 0,INFIX_EXPRESSION, line no: 1202, 0.7133757961783439, 0.7133757961783439, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,readStart == headerStart,INFIX_EXPRESSION, line no: 1202, 0.7133757961783439, 0.7133757961783439, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,ReadUtils.readStartsWithInsertion(read.getCigar() false) != null,INFIX_EXPRESSION, line no: 1202, 0.7133757961783439, 0.7133757961783439, 0.0
markedSites,SIMPLE_NAME, line no: 881,getStopLocation,SIMPLE_NAME, line no: 120, 0.7125, 0.00625, 0.0
markedSites,SIMPLE_NAME, line no: 881,-1,PREFIX_EXPRESSION, line no: 125, 0.7125, 0.0625, 0.0
markedSites,SIMPLE_NAME, line no: 881,getSoftEnd,SIMPLE_NAME, line no: 152, 0.7125, 0.0625, 0.0
markedSites,SIMPLE_NAME, line no: 881,false,BOOLEAN_LITERAL, line no: 228, 0.7125, 0.425, 0.0
markedSites,SIMPLE_NAME, line no: 881,hetRefPosition != -1,INFIX_EXPRESSION, line no: 725, 0.7125, 0.7125, 0.0
markedSites,SIMPLE_NAME, line no: 881,matchesKnownPosition,SIMPLE_NAME, line no: 725, 0.7125, 0.7125, 0.0
markedSites,SIMPLE_NAME, line no: 881,getSoftStart,SIMPLE_NAME, line no: 739, 0.7125, 0.21875, 0.0
markedSites,SIMPLE_NAME, line no: 881,readStart,SIMPLE_NAME, line no: 1151, 0.7125, 0.34375, 0.0
markedSites,SIMPLE_NAME, line no: 881,headerStart,SIMPLE_NAME, line no: 1152, 0.7125, 0.34375, 0.0
markedSites,SIMPLE_NAME, line no: 881,headerStop,SIMPLE_NAME, line no: 1193, 0.7125, 0.70625, 0.0
markedSites,SIMPLE_NAME, line no: 881,readEnd,SIMPLE_NAME, line no: 1194, 0.7125, 0.70625, 0.0
markedSites,SIMPLE_NAME, line no: 881,ReadUtils.readStartsWithInsertion(read.getCigar() false),METHOD_INVOCATION, line no: 1202, 0.7125, 0.7125, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,false,BOOLEAN_LITERAL, line no: 228, 0.7125, 0.425, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,hetRefPosition != -1,INFIX_EXPRESSION, line no: 725, 0.7125, 0.7125, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,matchesKnownPosition,SIMPLE_NAME, line no: 725, 0.7125, 0.7125, 0.0
getStartLocation,SIMPLE_NAME, line no: 881,ReadUtils.readStartsWithInsertion(read.getCigar() false),METHOD_INVOCATION, line no: 1202, 0.7125, 0.7125, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,getStopLocation,SIMPLE_NAME, line no: 120, 0.7125, 0.00625, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,-1,PREFIX_EXPRESSION, line no: 125, 0.7125, 0.0625, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,getSoftEnd,SIMPLE_NAME, line no: 152, 0.7125, 0.0625, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,false,BOOLEAN_LITERAL, line no: 228, 0.7125, 0.425, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,hetRefPosition != -1,INFIX_EXPRESSION, line no: 725, 0.7125, 0.7125, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,matchesKnownPosition,SIMPLE_NAME, line no: 725, 0.7125, 0.7125, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,getSoftStart,SIMPLE_NAME, line no: 739, 0.7125, 0.21875, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,readStart,SIMPLE_NAME, line no: 1151, 0.7125, 0.34375, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,headerStart,SIMPLE_NAME, line no: 1152, 0.7125, 0.34375, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,headerStop,SIMPLE_NAME, line no: 1193, 0.7125, 0.70625, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,readEnd,SIMPLE_NAME, line no: 1194, 0.7125, 0.70625, 0.0
markedSites.getVariantSiteBitSet(),METHOD_INVOCATION, line no: 881,ReadUtils.readStartsWithInsertion(read.getCigar() false),METHOD_INVOCATION, line no: 1202, 0.7125, 0.7125, 0.0
length,SIMPLE_NAME, line no: 881,false,BOOLEAN_LITERAL, line no: 228, 0.7125, 0.425, 0.0
length,SIMPLE_NAME, line no: 881,ReadUtils.readStartsWithInsertion(read.getCigar() false),METHOD_INVOCATION, line no: 1202, 0.7125, 0.7125, 0.0
region,SIMPLE_NAME, line no: 881,getStopLocation,SIMPLE_NAME, line no: 120, 0.710691823899371, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,getSoftEnd,SIMPLE_NAME, line no: 152, 0.710691823899371, 0.06289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,false,BOOLEAN_LITERAL, line no: 228, 0.710691823899371, 0.4276729559748428, 0.0
region,SIMPLE_NAME, line no: 881,knownSnpPositions != null,INFIX_EXPRESSION, line no: 720, 0.710691823899371, 0.710691823899371, 0.0
region,SIMPLE_NAME, line no: 881,hetRefPosition != -1 && matchesKnownPosition(windowHeader.get(hetRefPosition).getLocation() knownSnpPositions),INFIX_EXPRESSION, line no: 725, 0.710691823899371, 0.710691823899371, 0.0
region,SIMPLE_NAME, line no: 881,matchesKnownPosition(windowHeader.get(hetRefPosition).getLocation() knownSnpPositions),METHOD_INVOCATION, line no: 725, 0.710691823899371, 0.710691823899371, 0.0
region,SIMPLE_NAME, line no: 881,getSoftStart,SIMPLE_NAME, line no: 739, 0.710691823899371, 0.22012578616352202, 0.0
region,SIMPLE_NAME, line no: 881,readStart,SIMPLE_NAME, line no: 1151, 0.710691823899371, 0.34591194968553457, 0.0
region,SIMPLE_NAME, line no: 881,headerStart,SIMPLE_NAME, line no: 1152, 0.710691823899371, 0.34591194968553457, 0.0
region,SIMPLE_NAME, line no: 881,headerStop,SIMPLE_NAME, line no: 1193, 0.710691823899371, 0.7044025157232704, 0.0
region,SIMPLE_NAME, line no: 881,readEnd,SIMPLE_NAME, line no: 1194, 0.710691823899371, 0.7044025157232704, 0.0
region,SIMPLE_NAME, line no: 881,ReadUtils.readStartsWithInsertion(read.getCigar() false),METHOD_INVOCATION, line no: 1202, 0.710691823899371, 0.710691823899371, 0.0
getStop,SIMPLE_NAME, line no: 881,false,BOOLEAN_LITERAL, line no: 228, 0.710691823899371, 0.4276729559748428, 0.0
getStop,SIMPLE_NAME, line no: 881,knownSnpPositions != null,INFIX_EXPRESSION, line no: 720, 0.710691823899371, 0.710691823899371, 0.0
getStop,SIMPLE_NAME, line no: 881,hetRefPosition != -1 && matchesKnownPosition(windowHeader.get(hetRefPosition).getLocation() knownSnpPositions),INFIX_EXPRESSION, line no: 725, 0.710691823899371, 0.710691823899371, 0.0
getStop,SIMPLE_NAME, line no: 881,matchesKnownPosition(windowHeader.get(hetRefPosition).getLocation() knownSnpPositions),METHOD_INVOCATION, line no: 725, 0.710691823899371, 0.710691823899371, 0.0
getStop,SIMPLE_NAME, line no: 881,ReadUtils.readStartsWithInsertion(read.getCigar() false),METHOD_INVOCATION, line no: 1202, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,knownSnpPositions != null,INFIX_EXPRESSION, line no: 720, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,hetRefPosition != -1 && matchesKnownPosition(windowHeader.get(hetRefPosition).getLocation() knownSnpPositions),INFIX_EXPRESSION, line no: 725, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,matchesKnownPosition(windowHeader.get(hetRefPosition).getLocation() knownSnpPositions),METHOD_INVOCATION, line no: 725, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,read.getSoftStart(),METHOD_INVOCATION, line no: 739, 0.710691823899371, 0.2138364779874214, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,read.getSoftEnd(),METHOD_INVOCATION, line no: 1071, 0.710691823899371, 0.5283018867924528, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,getStartLocation(header),METHOD_INVOCATION, line no: 1152, 0.710691823899371, 0.34591194968553457, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,headerStart < 0,INFIX_EXPRESSION, line no: 1153, 0.710691823899371, 0.34591194968553457, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,getStopLocation(header),METHOD_INVOCATION, line no: 1156, 0.710691823899371, 0.3584905660377358, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,startIndex < 0,INFIX_EXPRESSION, line no: 1183, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,headerStop < readEnd,INFIX_EXPRESSION, line no: 1195, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,(readStart == headerStart || headerStart < 0) && ReadUtils.readStartsWithInsertion(read.getCigar() false) != null,INFIX_EXPRESSION, line no: 1202, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,(readStart == headerStart || headerStart < 0),PARENTHESIZED_EXPRESSION, line no: 1202, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,readStart == headerStart || headerStart < 0,INFIX_EXPRESSION, line no: 1202, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,readStart == headerStart,INFIX_EXPRESSION, line no: 1202, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,ReadUtils.readStartsWithInsertion(read.getCigar() false) != null,INFIX_EXPRESSION, line no: 1202, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,-1,PREFIX_EXPRESSION, line no: 125, 0.710691823899371, 0.06289308176100629, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,hetRefPosition != -1,INFIX_EXPRESSION, line no: 725, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,matchesKnownPosition,SIMPLE_NAME, line no: 725, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,read.getSoftStart(),METHOD_INVOCATION, line no: 739, 0.710691823899371, 0.2138364779874214, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,read.getSoftEnd(),METHOD_INVOCATION, line no: 1071, 0.710691823899371, 0.5283018867924528, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,getStartLocation(header),METHOD_INVOCATION, line no: 1152, 0.710691823899371, 0.34591194968553457, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,headerStart < 0,INFIX_EXPRESSION, line no: 1153, 0.710691823899371, 0.34591194968553457, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,getStopLocation(header),METHOD_INVOCATION, line no: 1156, 0.710691823899371, 0.3584905660377358, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,startIndex < 0,INFIX_EXPRESSION, line no: 1183, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,headerStop < readEnd,INFIX_EXPRESSION, line no: 1195, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,(readStart == headerStart || headerStart < 0) && ReadUtils.readStartsWithInsertion(read.getCigar() false) != null,INFIX_EXPRESSION, line no: 1202, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,(readStart == headerStart || headerStart < 0),PARENTHESIZED_EXPRESSION, line no: 1202, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,readStart == headerStart || headerStart < 0,INFIX_EXPRESSION, line no: 1202, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,readStart == headerStart,INFIX_EXPRESSION, line no: 1202, 0.710691823899371, 0.710691823899371, 0.0
markedSites.getVariantSiteBitSet().length,FIELD_ACCESS, line no: 881,ReadUtils.readStartsWithInsertion(read.getCigar() false) != null,INFIX_EXPRESSION, line no: 1202, 0.710691823899371, 0.710691823899371, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,knownSnpPositions != null && knownSnpPositions.isEmpty(),INFIX_EXPRESSION, line no: 720, 0.7088607594936709, 0.7088607594936709, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,knownSnpPositions.isEmpty(),METHOD_INVOCATION, line no: 720, 0.7088607594936709, 0.7088607594936709, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,read.getSoftStart(),METHOD_INVOCATION, line no: 739, 0.7088607594936709, 0.21518987341772153, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,read.getSoftEnd(),METHOD_INVOCATION, line no: 1071, 0.7088607594936709, 0.5316455696202531, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,getStartLocation(header),METHOD_INVOCATION, line no: 1152, 0.7088607594936709, 0.34810126582278483, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,headerStart < 0,INFIX_EXPRESSION, line no: 1153, 0.7088607594936709, 0.34810126582278483, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,getStopLocation(header),METHOD_INVOCATION, line no: 1156, 0.7088607594936709, 0.36075949367088606, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,startIndex < 0,INFIX_EXPRESSION, line no: 1183, 0.7088607594936709, 0.7088607594936709, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,headerStop < readEnd,INFIX_EXPRESSION, line no: 1195, 0.7088607594936709, 0.7088607594936709, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,(readStart == headerStart || headerStart < 0) && ReadUtils.readStartsWithInsertion(read.getCigar() false) != null,INFIX_EXPRESSION, line no: 1202, 0.7088607594936709, 0.7088607594936709, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,(readStart == headerStart || headerStart < 0),PARENTHESIZED_EXPRESSION, line no: 1202, 0.7088607594936709, 0.7088607594936709, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,readStart == headerStart || headerStart < 0,INFIX_EXPRESSION, line no: 1202, 0.7088607594936709, 0.7088607594936709, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,readStart == headerStart,INFIX_EXPRESSION, line no: 1202, 0.7088607594936709, 0.7088607594936709, 0.0
region.getStop(),METHOD_INVOCATION, line no: 881,ReadUtils.readStartsWithInsertion(read.getCigar() false) != null,INFIX_EXPRESSION, line no: 1202, 0.7088607594936709, 0.7088607594936709, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,knownSnpPositions != null,INFIX_EXPRESSION, line no: 720, 0.7088607594936709, 0.7088607594936709, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,hetRefPosition != -1 && matchesKnownPosition(windowHeader.get(hetRefPosition).getLocation() knownSnpPositions),INFIX_EXPRESSION, line no: 725, 0.7088607594936709, 0.7088607594936709, 0.0
markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,matchesKnownPosition(windowHeader.get(hetRefPosition).getLocation() knownSnpPositions),METHOD_INVOCATION, line no: 725, 0.7088607594936709, 0.7088607594936709, 0.0
markedSites,SIMPLE_NAME, line no: 881,getStopLocation,SIMPLE_NAME, line no: 120, 0.7080745341614907, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,-1,PREFIX_EXPRESSION, line no: 125, 0.7080745341614907, 0.062111801242236024, 0.0
markedSites,SIMPLE_NAME, line no: 881,getSoftEnd,SIMPLE_NAME, line no: 152, 0.7080745341614907, 0.062111801242236024, 0.0
markedSites,SIMPLE_NAME, line no: 881,false,BOOLEAN_LITERAL, line no: 228, 0.7080745341614907, 0.422360248447205, 0.0
markedSites,SIMPLE_NAME, line no: 881,hetRefPosition != -1,INFIX_EXPRESSION, line no: 725, 0.7080745341614907, 0.7080745341614907, 0.0
markedSites,SIMPLE_NAME, line no: 881,matchesKnownPosition,SIMPLE_NAME, line no: 725, 0.7080745341614907, 0.7080745341614907, 0.0
markedSites,SIMPLE_NAME, line no: 881,getSoftStart,SIMPLE_NAME, line no: 739, 0.7080745341614907, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,readStart,SIMPLE_NAME, line no: 1151, 0.7080745341614907, 0.3416149068322981, 0.0
markedSites,SIMPLE_NAME, line no: 881,headerStart,SIMPLE_NAME, line no: 1152, 0.7080745341614907, 0.3416149068322981, 0.0
markedSites,SIMPLE_NAME, line no: 881,headerStop,SIMPLE_NAME, line no: 1193, 0.7080745341614907, 0.7018633540372671, 0.0
markedSites,SIMPLE_NAME, line no: 881,readEnd,SIMPLE_NAME, line no: 1194, 0.7080745341614907, 0.7018633540372671, 0.0
markedSites,SIMPLE_NAME, line no: 881,ReadUtils.readStartsWithInsertion(read.getCigar() false),METHOD_INVOCATION, line no: 1202, 0.7080745341614907, 0.7080745341614907, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,getStopLocation,SIMPLE_NAME, line no: 120, 0.7080745341614907, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,-1,PREFIX_EXPRESSION, line no: 125, 0.7080745341614907, 0.062111801242236024, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,getSoftEnd,SIMPLE_NAME, line no: 152, 0.7080745341614907, 0.062111801242236024, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,false,BOOLEAN_LITERAL, line no: 228, 0.7080745341614907, 0.422360248447205, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,hetRefPosition != -1,INFIX_EXPRESSION, line no: 725, 0.7080745341614907, 0.7080745341614907, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,matchesKnownPosition,SIMPLE_NAME, line no: 725, 0.7080745341614907, 0.7080745341614907, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,getSoftStart,SIMPLE_NAME, line no: 739, 0.7080745341614907, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,readStart,SIMPLE_NAME, line no: 1151, 0.7080745341614907, 0.3416149068322981, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,headerStart,SIMPLE_NAME, line no: 1152, 0.7080745341614907, 0.3416149068322981, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,headerStop,SIMPLE_NAME, line no: 1193, 0.7080745341614907, 0.7018633540372671, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,readEnd,SIMPLE_NAME, line no: 1194, 0.7080745341614907, 0.7018633540372671, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,ReadUtils.readStartsWithInsertion(read.getCigar() false),METHOD_INVOCATION, line no: 1202, 0.7080745341614907, 0.7080745341614907, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,knownSnpPositions != null && knownSnpPositions.isEmpty(),INFIX_EXPRESSION, line no: 720, 0.7070063694267515, 0.7070063694267515, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,knownSnpPositions.isEmpty(),METHOD_INVOCATION, line no: 720, 0.7070063694267515, 0.7070063694267515, 0.0
region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,findSinglePolyploidCompressiblePosition,SIMPLE_NAME, line no: 720, 0.7070063694267515, 0.7070063694267515, 0.0
markedSites,SIMPLE_NAME, line no: 881,knownSnpPositions != null,INFIX_EXPRESSION, line no: 720, 0.70625, 0.70625, 0.0
